edad,salud,sueno,estres,ingreso,familia,amigos,recreacion,promedio,estudio,autoestima,optimismo,felicidad
20,10,1,2,11806,10,12,8,96,33,10,7,2
28,10,10,3,7071,9,7,22,94,12,10,6,2
24,8,7,1,11996,10,13,20,70,28,9,7,2
26,9,10,2,2088,10,10,18,96,29,9,10,2
22,10,10,1,5826,6,11,12,90,29,10,8,2
18,9,7,3,8937,8,11,24,97,29,10,3,2
23,7,10,4,10370,8,12,23,83,22,10,9,2
27,8,8,5,9621,9,15,25,99,18,3,9,2
22,7,8,1,6371,9,15,20,95,40,3,9,2
20,6,10,1,9999,7,12,13,85,27,10,10,2
25,8,8,1,11881,5,12,22,78,37,7,9,2
24,7,10,3,11355,5,14,15,97,28,8,10,2
23,9,6,1,9750,10,13,23,89,6,7,7,2
27,10,7,2,5887,10,14,22,91,32,8,6,2
29,8,8,1,10589,7,15,17,85,38,10,3,2
25,7,9,4,9303,10,15,22,94,31,2,10,2
22,8,7,1,11178,3,14,14,98,30,10,7,2
28,10,5,1,2630,10,13,17,96,25,9,9,2
19,10,2,1,8853,10,13,25,96,26,3,10,2
23,8,6,3,10857,7,14,20,96,14,10,9,2
30,10,10,2,5173,9,14,16,88,31,10,5,2
28,5,9,1,11109,3,15,24,99,34,7,10,2
29,5,7,3,10569,8,15,25,81,40,7,10,2
19,8,10,3,10400,9,8,22,84,35,10,8,2
26,8,9,5,6568,10,13,22,88,39,5,10,2
29,8,2,1,8781,10,15,16,92,25,8,10,2
21,10,8,1,11908,9,12,23,98,11,10,5,2
30,6,7,1,4514,10,14,18,95,29,10,9,2
29,7,8,1,7879,5,13,23,93,39,10,8,2
20,8,10,2,10444,5,10,8,97,36,8,10,2
22,10,10,3,11342,10,7,6,89,32,10,7,2
27,7,10,2,10900,10,13,9,98,26,3,10,2
30,10,9,5,11119,8,13,21,97,37,7,7,2
19,10,7,6,11537,7,14,24,84,32,8,7,2
28,10,10,5,10910,10,15,15,92,40,6,4,2
27,9,10,2,1334,9,13,11,94,37,9,10,2
27,7,10,3,11708,9,9,19,94,35,8,7,2
30,10,7,5,11276,10,12,21,76,31,9,9,2
25,9,9,5,11555,10,11,10,99,14,10,9,2
20,10,9,5,7278,7,14,22,92,34,9,6,2
30,10,10,3,9301,10,15,18,87,12,7,7,2
25,10,8,9,11770,10,15,22,95,26,10,6,2
22,8,10,1,11504,4,10,22,88,36,7,10,2
18,5,10,3,11131,10,8,25,99,24,9,5,2
28,10,10,3,8891,4,11,22,85,24,10,9,2
18,10,6,3,4505,10,13,13,92,38,9,10,2
29,9,10,1,10502,10,14,17,69,27,9,7,2
20,10,10,7,7924,10,11,22,96,35,9,7,2
30,9,8,2,11088,10,15,21,92,12,3,8,2
26,7,10,1,10210,7,15,14,90,36,6,8,2
28,9,6,3,9262,10,10,9,95,26,10,10,2
18,9,7,4,10609,10,13,23,96,5,3,10,2
30,10,10,7,9506,8,14,18,82,23,9,10,2
18,2,8,1,9425,10,12,25,99,40,8,10,2
28,9,8,1,11676,9,15,25,79,5,5,9,2
30,8,10,1,11213,7,12,11,99,22,9,7,2
20,8,7,6,11747,9,12,25,90,17,10,10,2
30,10,10,2,9762,9,5,24,71,17,8,10,2
24,10,7,1,3836,10,6,25,73,40,10,10,2
25,9,10,2,10175,10,14,24,88,11,9,9,2
23,6,8,2,10488,9,12,20,84,38,8,8,2
27,10,8,2,6642,10,15,18,99,24,1,9,2
26,5,10,2,11393,7,11,22,99,39,10,8,2
20,9,9,2,7570,9,13,21,96,38,7,2,2
27,6,9,1,8385,8,12,24,74,34,10,10,2
25,6,10,2,8229,10,15,21,72,36,8,10,2
30,9,9,4,4869,10,13,25,98,22,10,8,2
18,8,9,2,8253,4,12,23,96,37,7,8,2
25,9,3,1,7686,10,11,24,96,32,9,9,2
19,8,9,1,11674,7,13,24,91,32,10,4,2
29,10,5,4,11351,6,14,21,99,37,10,7,2
28,10,8,3,11175,4,12,23,81,30,9,10,2
24,10,7,6,5526,9,15,16,97,35,10,8,2
27,10,6,2,10908,10,13,23,77,29,3,10,2
28,10,5,2,7842,8,13,24,85,18,8,9,2
29,10,8,4,11307,8,10,25,70,33,7,9,2
24,8,10,2,6405,9,5,22,85,38,10,9,2
28,10,8,2,11112,10,13,4,100,34,6,6,2
30,9,4,2,10926,9,13,8,96,19,9,10,2
22,9,10,5,10784,10,12,15,96,6,9,6,2
18,10,9,9,11983,9,11,17,90,36,5,10,2
26,5,9,1,11673,7,13,23,92,20,8,10,2
29,10,6,3,10997,8,13,15,94,18,10,8,2
19,10,3,2,10755,7,15,25,79,20,9,10,2
20,8,10,1,8530,10,9,10,99,38,8,10,2
28,8,10,5,11038,5,15,22,91,8,8,9,2
22,10,9,5,4589,9,13,25,91,34,8,8,2
27,10,9,2,1514,9,14,24,96,32,6,10,2
28,9,9,5,9743,10,6,25,96,17,9,7,2
24,10,9,8,10051,9,13,18,77,36,8,10,2
24,10,9,3,6890,10,8,23,86,32,9,10,2
28,8,10,4,9063,10,11,14,97,37,7,7,2
23,10,4,1,9490,7,9,15,86,40,9,10,2
26,8,9,2,7184,10,13,16,89,15,10,8,2
25,10,5,2,11076,10,14,21,96,17,3,10,2
25,10,7,3,8044,10,14,24,70,13,9,10,2
30,10,7,7,11894,10,6,24,94,37,8,8,2
22,9,6,1,7057,7,13,19,89,38,10,9,2
25,10,7,2,9220,4,11,19,90,22,9,10,2
27,9,9,4,11005,7,12,16,88,36,7,8,2
19,9,5,1,7415,9,5,24,98,29,7,10,2
20,9,10,3,8289,3,11,20,88,37,8,10,2
19,9,8,6,7822,5,15,15,98,29,10,10,2
20,8,10,5,9142,9,14,1,99,34,9,10,2
27,8,9,1,11217,8,12,20,95,12,6,8,2
24,9,6,2,8498,9,12,25,94,40,10,5,2
30,10,10,8,9838,6,15,23,86,19,8,10,2
20,8,10,5,11746,10,14,21,72,25,10,9,2
22,10,7,7,11595,10,7,22,92,39,10,5,2
19,9,9,1,7014,10,11,4,100,38,9,9,2
30,9,9,3,11959,10,10,24,87,26,8,3,2
21,10,8,4,4394,7,14,20,100,10,10,9,2
19,10,8,5,10245,10,15,25,100,11,8,5,2
29,9,10,2,11606,9,10,19,98,35,7,4,2
28,8,7,1,11619,1,15,25,87,33,9,10,2
26,10,9,4,10655,9,14,16,84,30,9,7,2
30,9,9,3,9984,10,15,14,90,25,9,4,2
18,8,9,3,9061,10,14,21,90,39,9,9,2
28,10,10,6,9691,9,11,25,91,37,9,6,2
20,9,7,6,10417,7,15,23,100,24,10,7,2
30,8,10,2,11474,10,10,4,99,27,7,10,2
25,10,9,2,10541,10,11,17,87,20,10,10,2
20,10,3,2,11335,10,14,13,92,24,5,10,2
27,8,9,2,11801,4,12,24,95,19,10,6,2
27,10,9,2,3872,8,13,25,96,19,4,9,2
21,7,7,1,11161,10,15,19,98,12,6,9,2
18,10,5,1,8890,10,12,15,96,40,5,9,2
30,5,10,1,10223,9,2,24,97,27,9,9,2
18,10,9,3,9696,8,11,19,97,14,10,5,2
19,7,8,3,9694,10,13,23,89,39,9,10,2
29,10,9,2,11435,7,13,19,92,40,3,9,2
20,7,10,2,9758,6,12,17,83,36,9,9,2
28,10,9,1,2479,10,14,22,84,24,7,10,2
26,10,8,5,11417,7,15,24,70,38,8,6,2
21,10,5,3,11720,10,11,18,100,36,8,2,2
29,10,10,4,11932,7,7,21,94,18,8,7,2
26,9,1,4,10997,10,13,17,99,31,10,10,2
18,9,9,3,8649,6,12,18,88,38,9,8,2
25,9,10,3,9669,8,5,20,88,38,10,9,2
23,7,9,2,7397,7,15,17,100,9,10,9,2
21,9,8,1,10682,8,13,14,78,14,9,10,2
21,9,10,1,3906,10,15,21,69,21,10,9,2
20,10,8,1,9160,3,12,21,99,40,8,7,2
25,10,10,3,10417,9,14,18,63,30,9,9,2
18,9,9,2,7183,9,13,21,93,20,10,3,2
25,8,10,1,11132,10,1,22,99,39,10,4,2
27,10,7,5,11418,5,14,17,88,32,9,10,2
25,8,10,6,10953,8,15,18,98,33,8,10,2
19,8,9,8,9033,8,15,25,94,24,7,10,2
27,7,7,4,6532,10,14,23,93,39,6,9,2
29,10,10,7,8581,10,7,23,98,28,4,10,2
20,9,8,1,8026,2,15,21,84,35,9,10,2
20,6,10,1,11912,7,5,24,100,34,9,10,2
29,10,6,3,10101,7,10,21,91,36,10,9,2
24,10,9,3,9017,8,8,25,97,19,10,10,2
22,10,5,1,10999,3,13,24,94,35,6,10,2
25,9,8,2,8156,5,14,23,91,26,8,10,2
25,10,9,6,3888,8,10,25,99,39,9,9,2
28,8,9,1,8124,10,13,19,89,16,9,6,2
18,8,10,4,8580,6,15,25,100,30,1,10,2
29,10,9,3,10024,9,8,22,97,18,7,10,2
28,10,10,1,5453,9,12,18,93,27,8,8,2
22,10,7,4,11738,8,10,17,84,29,10,7,2
22,9,9,1,1281,10,11,14,95,32,9,9,2
30,8,9,1,9186,8,11,21,99,37,1,10,2
25,10,9,7,4071,9,15,20,96,27,9,10,2
30,10,10,4,9504,6,10,23,96,37,10,10,2
23,9,10,1,10474,2,15,17,95,32,7,7,2
30,9,10,4,4265,8,14,16,99,33,10,7,2
27,9,8,2,11486,10,10,25,70,38,8,5,2
28,10,8,2,10918,10,14,7,93,23,7,7,2
20,6,10,2,8803,10,1,25,98,34,7,10,2
28,8,10,2,9165,10,4,25,91,27,6,9,2
29,10,10,8,10099,6,11,24,92,18,9,9,2
18,9,10,3,11917,1,12,13,100,38,8,10,2
25,6,7,1,8272,9,14,22,100,11,10,10,2
27,10,10,3,8966,9,11,5,84,40,10,9,2
21,8,9,3,4877,9,15,19,97,38,6,7,2
24,9,9,1,9622,9,15,23,92,33,10,3,2
29,8,4,7,9503,10,14,19,99,25,10,9,2
29,9,9,7,11276,10,15,19,90,7,9,10,2
30,10,10,1,11362,10,12,13,68,37,8,9,2
21,5,10,1,10434,10,15,11,100,32,9,8,2
24,10,6,1,3396,10,11,21,90,35,10,8,2
29,10,9,6,11062,10,11,16,87,33,6,9,2
18,10,8,8,9584,10,14,21,84,22,10,9,2
26,9,7,2,11502,9,10,22,87,39,10,8,2
26,9,5,1,11549,9,10,22,68,39,10,7,2
27,9,7,1,10664,10,15,21,68,26,7,9,2
28,10,9,1,10022,10,15,19,75,10,8,5,2
30,8,8,2,11816,10,14,24,92,11,7,4,2
27,10,8,4,11849,10,9,19,98,30,9,7,2
25,10,9,7,11163,8,7,18,95,35,7,9,2
18,1,10,2,10158,10,14,22,100,22,7,10,2
29,9,9,3,10372,6,13,23,84,19,8,9,2
22,9,6,2,9753,10,12,17,94,28,6,10,2
18,10,9,10,5763,10,13,19,97,40,8,10,2
19,10,10,2,11044,9,6,25,65,36,9,8,2
27,10,8,1,11022,4,15,20,90,18,10,10,2
28,9,7,2,10773,10,14,22,92,31,2,9,2
29,10,7,1,11496,10,12,13,94,31,9,8,2
30,8,7,5,10972,8,13,24,93,39,4,9,2
25,8,9,5,9444,10,14,22,84,23,5,10,2
25,10,10,5,11483,4,15,22,98,32,5,5,2
27,10,10,1,8476,8,5,21,90,15,8,8,2
27,9,9,3,4155,8,12,22,88,35,8,9,2
28,9,9,7,11009,10,13,17,89,20,10,10,2
22,10,8,3,10962,9,8,17,99,34,4,10,2
30,10,5,3,8050,5,13,22,99,40,9,10,2
21,8,8,4,11556,10,12,20,85,40,9,4,2
19,10,9,2,10861,9,14,23,82,35,6,4,2
26,10,8,6,7598,8,10,24,96,37,10,7,2
22,9,10,3,9954,6,11,22,79,11,10,10,2
21,10,10,1,11053,9,14,8,71,22,7,9,2
29,9,9,1,10744,10,14,11,93,36,10,3,2
29,7,10,5,2605,10,15,22,93,36,8,9,2
26,10,9,2,5829,8,14,24,94,31,8,10,2
27,8,9,1,9899,6,11,19,92,16,9,8,2
26,10,10,1,11944,9,11,13,87,15,8,8,2
26,10,2,2,10726,8,11,22,88,36,9,7,2
29,10,10,2,9921,10,10,25,60,37,9,6,2
18,10,10,2,6499,10,15,6,93,34,10,6,2
29,10,6,2,6872,9,13,15,83,25,10,10,2
25,8,10,1,11931,6,8,21,98,22,6,9,2
22,6,10,6,11566,10,13,23,92,29,8,9,2
22,10,3,4,11244,10,12,25,93,35,9,7,2
30,9,9,3,8302,10,13,17,90,33,9,10,2
22,8,9,3,11031,10,12,10,99,15,7,9,2
24,8,5,4,7993,10,14,23,95,37,9,7,2
18,9,4,2,10492,7,7,21,94,32,10,10,2
22,9,2,2,11430,10,11,25,87,30,9,6,2
19,9,10,1,11477,3,15,23,79,18,9,9,2
18,8,6,2,8253,9,15,23,100,40,5,7,2
26,10,9,3,9821,7,15,4,97,29,9,9,2
27,10,10,2,8582,8,7,25,92,23,4,10,2
24,8,8,1,11371,9,7,25,100,27,7,8,2
23,9,10,1,11184,10,10,7,97,23,9,7,2
21,9,6,5,10280,10,15,8,96,20,10,9,2
22,10,8,7,9829,7,9,22,82,38,10,10,2
20,10,4,1,10877,9,7,12,96,28,10,10,2
21,10,10,4,7915,7,6,25,95,40,9,10,2
23,9,9,1,8484,8,12,20,97,8,9,8,2
22,10,8,2,10167,10,12,22,85,35,6,5,2
26,9,9,5,10094,10,12,22,88,9,7,10,2
30,8,10,4,11847,10,15,19,97,32,5,4,2
30,10,10,3,6268,7,15,21,82,28,5,10,2
26,10,10,4,9420,8,9,21,94,36,9,3,2
30,9,8,2,11863,6,14,14,81,9,10,9,2
19,10,10,1,9356,8,3,17,91,20,8,10,2
19,10,10,3,10013,7,10,12,96,37,7,7,2
18,10,8,1,9969,9,14,22,86,12,5,6,2
30,10,8,1,4122,10,14,23,78,37,8,5,2
21,10,9,6,11493,10,4,20,93,31,9,6,2
29,9,10,1,11324,8,5,25,98,31,4,5,2
29,9,10,7,11940,9,14,12,87,30,6,10,2
27,8,2,1,10817,8,13,19,95,27,7,10,2
25,10,9,2,10868,8,14,3,91,15,10,8,2
30,8,9,1,11906,9,14,23,92,40,1,8,2
20,10,8,6,10521,5,13,23,98,39,6,9,2
20,9,10,2,11599,7,10,17,99,26,5,6,2
27,10,7,2,8410,2,11,24,99,9,10,10,2
25,9,3,7,11085,8,15,18,96,32,10,9,2
22,9,9,5,7316,7,10,21,98,29,9,8,2
28,10,9,5,9500,10,12,10,90,30,9,10,2
24,10,10,2,8627,7,11,15,84,39,10,8,2
24,10,10,4,1738,7,12,15,100,39,10,10,2
26,10,8,1,10763,6,8,25,85,23,10,6,2
27,9,9,1,6796,9,14,10,97,34,9,4,2
30,10,6,1,10129,10,15,1,95,37,7,9,2
18,9,9,5,11662,2,13,25,99,40,5,8,2
28,9,10,1,11038,4,14,15,76,28,8,10,2
30,10,6,3,11729,6,8,23,97,25,8,9,2
20,10,10,4,10259,7,13,18,72,13,10,9,2
21,9,8,6,8603,7,14,18,91,36,10,7,2
28,9,9,8,11082,9,14,18,98,17,8,10,2
19,9,9,1,7727,7,14,22,96,36,8,6,2
18,10,10,1,8290,2,15,19,93,26,9,10,2
27,10,6,6,9410,10,14,25,73,31,9,10,2
24,7,10,3,6620,9,15,20,96,26,10,5,2
27,9,9,5,9816,6,14,24,93,37,10,9,2
29,9,10,3,5649,8,12,22,90,21,10,10,2
23,9,8,1,11163,9,8,22,96,29,5,10,2
23,10,2,1,9524,9,15,11,89,39,9,8,2
25,8,10,6,11089,10,9,23,82,32,9,7,2
24,10,6,5,9181,9,12,19,92,12,10,8,2
24,10,10,10,10723,9,12,23,93,28,8,7,2
23,9,9,1,10275,10,12,9,76,37,9,6,2
23,7,10,6,9542,8,14,23,100,16,7,8,2
28,10,10,1,9405,4,5,23,98,23,8,8,2
25,8,7,2,11220,5,14,17,97,9,10,10,2
29,9,7,2,11774,6,15,23,99,27,6,7,2
29,10,9,3,4602,5,15,25,78,30,9,10,2
21,8,8,4,8472,3,15,23,95,26,9,10,2
26,8,8,2,8694,2,14,22,95,39,9,9,2
22,10,1,1,11674,7,15,24,82,36,10,8,2
24,10,8,1,2319,9,2,24,100,40,8,10,2
18,10,8,3,5099,8,9,22,77,37,10,10,2
24,10,9,2,7301,5,14,22,100,25,9,7,2
28,9,10,4,11997,10,12,5,97,27,8,8,2
18,10,10,1,6567,9,10,17,97,8,6,10,2
30,10,7,3,3481,10,14,20,100,23,10,9,2
28,10,7,1,11961,2,9,17,98,34,10,7,2
23,10,10,3,11162,1,4,25,93,35,10,8,2
30,9,10,1,10075,1,14,23,100,7,10,9,2
18,9,9,2,10847,7,8,24,87,14,9,9,2
19,8,9,3,9719,8,11,25,99,27,10,6,2
26,10,8,4,9428,4,15,15,97,27,9,9,2
25,9,7,8,11182,10,15,22,97,10,7,8,2
25,8,8,6,7095,9,15,24,91,24,10,10,2
27,10,10,2,3579,10,10,17,86,39,9,7,2
29,8,2,3,10963,10,15,23,99,16,5,10,2
23,8,9,2,11325,10,4,13,99,40,7,10,2
20,10,9,4,4077,7,11,22,88,25,10,10,2
18,10,8,1,10003,5,14,18,62,39,10,10,2
27,9,5,1,7718,10,10,18,92,29,10,9,2
20,5,9,3,11511,10,10,21,85,20,10,10,2
27,4,10,1,11390,6,15,24,92,36,4,10,2
22,8,9,7,6547,10,9,25,100,24,10,10,2
20,7,10,2,11873,9,6,15,94,14,8,10,2
28,10,9,3,4216,9,9,21,89,16,9,10,2
19,9,10,1,11410,8,11,15,86,31,7,8,2
23,7,9,3,8557,10,15,25,95,23,7,8,2
21,9,10,5,7061,7,15,25,77,39,7,9,2
26,10,7,3,11497,7,14,25,91,19,10,1,2
21,10,1,2,11875,8,12,21,97,25,10,9,2
24,8,10,1,10675,7,12,24,79,10,8,8,2
19,10,4,1,8828,9,10,22,93,39,8,8,2
18,10,1,3,11519,9,13,18,100,27,9,7,2
27,2,10,2,9801,9,13,22,100,39,7,8,2
26,9,9,1,9545,10,15,19,72,39,7,10,2
29,10,5,1,7721,5,15,25,78,38,9,10,2
29,10,10,5,5705,7,9,25,85,33,10,9,2
19,9,6,1,11480,7,15,25,99,12,9,1,2
24,9,5,1,11985,10,9,9,86,38,9,9,2
24,10,10,4,11355,10,3,17,72,34,9,10,2
22,10,9,5,3208,9,15,23,87,40,9,6,2
19,9,10,1,7030,8,10,22,97,29,10,3,2
28,10,10,1,8637,9,6,14,85,35,6,10,2
27,7,8,2,8895,8,12,25,93,10,8,9,2
29,8,10,3,10517,6,8,23,87,32,10,10,2
19,9,4,3,8899,8,12,25,96,33,10,9,2
22,9,8,2,9159,9,11,25,82,22,10,9,2
23,9,10,3,3115,10,15,24,84,28,5,10,2
19,10,10,2,11646,2,14,17,100,28,1,10,2
21,10,6,5,11121,8,14,16,99,40,4,8,2
18,10,10,4,11357,9,12,21,85,19,7,10,2
27,7,10,3,11098,9,4,22,98,33,8,8,2
30,9,10,3,10407,10,7,21,95,39,7,8,2
24,10,10,6,11554,6,11,18,91,19,9,10,2
22,9,4,2,11734,7,13,25,79,30,8,10,2
23,10,7,2,11283,10,9,18,89,25,4,9,2
21,8,7,2,11988,10,14,20,99,31,6,6,2
29,10,9,1,10072,10,4,23,81,38,10,6,2
27,9,9,1,3974,7,12,18,95,33,9,7,2
28,10,9,1,10478,10,6,20,83,36,10,7,2
23,10,9,3,9459,7,14,2,96,23,8,10,2
26,10,9,1,1085,9,12,22,90,37,7,10,2
24,10,6,4,11594,2,10,23,94,34,10,8,2
28,10,10,1,9032,10,11,25,81,40,6,4,2
19,8,6,1,10064,10,15,13,93,15,8,7,2
30,10,9,3,7173,9,12,24,91,40,10,5,2
23,10,4,3,10425,8,14,23,89,29,9,6,2
25,10,10,2,11524,7,10,10,78,40,10,7,2
18,9,5,4,11202,10,15,22,81,38,6,7,2
26,8,5,1,9336,10,11,20,93,7,10,10,2
25,10,10,5,3852,10,14,9,84,36,10,10,2
18,10,6,10,10947,6,14,25,99,19,10,10,2
23,10,8,6,9411,8,13,16,83,34,9,10,2
25,10,9,3,8914,9,11,19,83,27,9,5,2
27,10,10,2,11187,8,15,25,76,32,3,5,2
21,9,10,5,11084,4,11,24,94,28,7,10,2
24,7,10,1,11644,5,15,14,99,33,9,9,2
26,3,9,1,9523,10,5,22,96,39,9,10,2
18,10,1,2,11168,10,13,20,100,34,6,10,2
21,10,9,2,6907,8,13,23,93,36,9,5,2
23,10,9,3,9396,9,9,22,78,15,9,8,2
18,10,10,1,7829,8,10,17,89,15,9,7,2
18,7,10,4,9543,9,12,24,87,28,10,7,2
29,9,8,3,8956,9,12,19,98,28,9,7,2
18,10,10,6,11472,10,13,25,89,38,4,10,2
20,7,10,4,11355,2,15,24,100,36,7,7,2
27,10,10,1,10117,6,12,24,99,14,3,9,2
22,10,9,3,11924,10,13,17,100,33,6,4,2
22,7,9,1,10115,9,11,24,99,11,7,7,2
29,8,10,5,9670,9,12,14,98,23,9,9,2
24,9,10,8,11759,5,14,19,86,22,9,10,2
26,8,7,3,4071,10,10,21,99,33,10,9,2
19,10,9,3,8411,8,6,11,98,34,10,10,2
24,10,8,2,9362,9,15,12,100,31,10,7,2
21,10,6,1,9551,10,13,17,89,34,2,10,2
23,10,9,5,7026,8,15,23,83,24,6,9,2
28,10,10,3,10019,10,12,17,79,23,7,10,2
26,10,8,3,11491,6,15,18,66,40,9,9,2
27,10,10,5,11357,10,13,24,78,6,8,7,2
23,8,7,1,11145,10,15,16,98,18,7,8,2
21,7,8,2,9591,7,11,23,90,31,9,9,2
22,10,8,4,11928,9,15,25,75,13,10,4,2
29,9,4,1,10903,9,13,25,68,29,10,9,2
24,6,10,7,9979,7,12,25,88,36,10,9,2
21,8,9,1,1904,9,13,24,94,21,8,9,2
28,10,8,4,6568,6,14,18,83,25,10,10,2
19,9,10,3,10298,5,5,23,100,7,9,10,2
28,9,9,4,8537,7,15,12,97,29,10,6,2
20,9,8,3,11377,8,3,19,93,38,9,10,2
28,7,8,1,7850,5,8,22,100,28,10,10,2
26,7,8,2,11595,8,13,21,75,39,8,8,2
21,9,7,1,11658,10,11,21,72,20,8,7,2
24,10,10,2,10528,9,9,13,75,32,6,10,2
26,10,10,3,8571,10,14,16,76,30,7,8,2
25,9,9,3,5848,10,15,14,100,35,8,8,2
29,8,9,3,8448,10,8,14,98,29,9,9,2
24,10,9,2,9420,9,1,21,95,34,10,9,2
23,9,4,3,8533,10,14,14,98,23,9,10,2
26,7,9,2,7640,10,14,20,98,38,1,9,2
29,10,8,4,9734,10,12,22,72,22,9,8,2
19,8,9,4,11144,5,14,18,93,35,8,8,2
24,9,10,5,11857,8,11,14,86,21,7,10,2
21,10,9,3,9908,10,9,24,86,39,6,10,2
23,9,7,1,5890,6,14,22,100,20,9,10,2
26,8,10,3,4827,9,11,24,96,28,8,9,2
24,10,7,4,11952,10,14,21,77,20,10,9,2
18,7,9,4,8630,3,15,25,98,36,7,9,2
