edad,experiencia_mlb,estatura_cm,peso_kg,velocidad_swing,fuerza,precision_contacto,vision_dinamica,agilidad,tiempo_reaccion,pct_bateo
26,3,190.1,91.3,105.6,73.3,77.8,78.8,87.9,0.265,0.273
29,8,177.3,78.0,111.7,82.2,87.3,81.7,78.8,0.249,0.307
23,2,185.3,96.9,117.4,82.8,78.7,80.3,71.4,0.282,0.28
28,9,196.0,100.4,121.5,84.9,77.6,82.6,64.1,0.238,0.294
33,14,184.1,89.7,116.2,84.8,74.4,76.0,71.7,0.285,0.266
39,16,195.0,76.7,103.4,81.9,78.3,84.2,81.9,0.242,0.271
32,10,179.1,77.3,110.5,76.6,79.2,82.0,75.2,0.25,0.28
34,15,174.4,93.1,96.4,69.8,79.4,77.3,77.8,0.227,0.254
20,0,195.8,93.8,108.1,85.2,74.7,81.7,75.8,0.281,0.261
36,16,186.0,79.6,109.0,95.8,88.2,79.5,83.1,0.283,0.315
22,0,179.8,90.8,119.4,79.3,79.5,83.0,69.2,0.266,0.29
33,13,183.9,96.7,123.4,72.5,80.7,79.2,77.1,0.259,0.29
38,15,192.5,90.0,109.0,82.5,78.0,80.6,78.4,0.26,0.282
36,15,178.2,87.4,112.3,88.6,83.5,83.8,67.7,0.262,0.309
26,8,191.6,118.4,105.9,91.8,80.3,75.7,73.5,0.273,0.285
34,13,190.0,92.7,109.2,86.4,79.9,82.3,80.1,0.278,0.291
23,5,183.0,91.8,113.9,76.9,70.1,85.9,72.9,0.282,0.262
30,7,175.3,68.0,121.6,73.2,78.1,80.7,74.9,0.28,0.28
26,7,175.4,96.5,116.0,82.6,83.0,78.8,76.3,0.281,0.295
35,12,192.4,105.8,98.0,81.3,81.7,74.3,81.8,0.268,0.269
34,15,182.5,98.5,124.5,79.4,79.4,84.0,73.0,0.258,0.311
24,2,187.8,75.2,120.8,88.2,72.1,82.8,78.3,0.261,0.28
38,16,179.9,74.0,104.0,78.4,87.5,77.6,80.6,0.278,0.282
26,4,181.0,96.5,95.5,75.6,79.7,74.1,75.5,0.243,0.259
37,14,188.1,104.9,106.6,69.2,80.9,84.6,79.2,0.253,0.291
22,3,190.8,102.9,115.5,82.3,80.1,81.9,72.3,0.27,0.301
29,6,189.9,67.1,118.0,66.6,80.7,82.0,64.6,0.29,0.267
24,6,185.4,69.0,111.5,87.1,76.6,76.9,62.0,0.278,0.263
38,18,190.6,73.9,102.9,85.9,86.9,77.1,66.6,0.258,0.286
29,7,183.9,87.5,119.2,95.4,82.6,76.9,78.7,0.251,0.305
32,12,199.8,80.7,104.8,81.3,74.1,72.9,70.6,0.271,0.246
22,3,190.6,79.1,119.9,83.5,76.5,75.4,76.5,0.258,0.272
31,12,191.4,89.4,108.1,82.9,83.4,80.8,73.0,0.265,0.285
23,2,184.4,91.7,106.5,78.6,78.0,77.9,72.8,0.267,0.273
37,19,186.0,94.4,118.9,78.4,80.8,79.7,78.7,0.287,0.288
23,5,192.1,89.0,124.2,80.3,82.9,78.8,73.9,0.27,0.315
30,11,185.3,98.6,101.3,89.7,78.1,72.8,81.5,0.282,0.262
34,14,191.1,84.5,105.8,82.1,83.6,72.7,74.6,0.274,0.273
23,1,186.0,84.2,107.1,77.4,78.0,73.5,80.5,0.276,0.257
23,2,184.5,110.7,103.9,94.1,79.6,77.7,74.2,0.24,0.276
21,1,180.4,87.9,113.6,89.2,88.1,77.0,72.4,0.241,0.305
34,16,202.5,98.9,112.2,76.3,72.1,82.0,69.4,0.257,0.273
22,4,180.5,82.4,106.0,77.6,79.9,84.9,75.5,0.252,0.289
33,15,186.8,82.0,115.8,86.0,76.5,74.2,76.7,0.244,0.283
21,0,184.1,78.7,111.9,84.2,76.1,69.3,76.4,0.262,0.261
20,0,187.5,77.6,104.2,93.7,83.0,81.3,74.6,0.26,0.293
28,10,187.7,86.3,114.8,81.3,74.1,79.4,77.4,0.261,0.273
25,6,172.7,86.2,108.1,80.5,81.5,76.5,79.9,0.286,0.275
30,7,178.4,76.4,115.3,80.3,76.1,79.7,76.7,0.266,0.279
23,3,193.2,71.8,123.4,77.5,78.2,73.0,73.5,0.265,0.292
33,15,183.8,80.8,110.4,85.7,87.6,68.5,80.6,0.28,0.29
22,3,184.1,78.1,121.2,75.4,83.5,81.2,80.3,0.273,0.305
20,1,192.2,79.1,115.0,76.2,82.3,84.4,89.4,0.289,0.297
20,0,183.4,94.9,112.8,80.6,73.7,84.9,73.2,0.259,0.276
21,3,183.6,94.3,115.0,89.4,77.0,74.0,80.2,0.263,0.29
37,16,188.7,71.9,116.0,83.2,80.3,75.1,84.3,0.288,0.288
37,19,193.9,95.2,116.8,78.4,78.0,78.5,76.2,0.27,0.283
36,17,184.1,75.0,117.7,95.5,76.8,83.3,74.0,0.273,0.302
25,4,186.7,88.5,108.7,85.3,77.1,81.4,78.6,0.243,0.283
25,3,189.8,68.9,110.6,72.4,94.4,81.9,71.6,0.275,0.307
35,15,188.8,99.7,118.5,86.6,86.2,80.8,69.5,0.259,0.311
24,1,190.4,72.7,98.5,88.1,79.8,85.6,70.7,0.273,0.271
33,13,182.2,79.3,118.8,77.9,83.7,80.4,69.9,0.255,0.297
20,1,177.7,81.9,115.8,82.8,79.2,72.5,85.6,0.298,0.282
31,10,199.8,92.4,101.4,84.0,75.0,79.9,69.6,0.269,0.255
36,13,182.1,87.2,108.7,96.9,77.4,71.2,82.4,0.268,0.271
35,16,181.9,92.9,116.3,83.9,74.9,74.7,77.4,0.289,0.27
28,5,173.1,73.6,111.1,73.6,77.0,76.5,76.9,0.265,0.269
21,3,190.4,77.5,110.4,80.2,77.8,78.5,63.5,0.279,0.258
24,1,191.5,106.0,107.5,78.2,80.9,89.4,72.2,0.27,0.281
22,0,181.9,88.8,101.1,93.4,85.0,82.7,72.8,0.263,0.298
25,6,186.1,80.7,113.2,83.0,80.6,70.8,61.7,0.283,0.26
39,17,188.5,86.9,106.7,81.2,87.9,85.7,72.8,0.298,0.307
24,5,178.3,87.7,118.3,92.2,86.9,78.5,69.4,0.268,0.32
30,9,169.8,87.3,119.9,88.0,86.0,82.7,76.4,0.246,0.322
31,13,179.4,82.2,122.9,85.4,82.2,81.7,72.0,0.26,0.308
21,0,174.1,97.5,110.7,75.6,74.3,79.5,67.0,0.288,0.25
30,9,180.7,84.7,128.1,80.0,80.4,86.7,75.0,0.229,0.329
28,6,178.7,82.1,113.2,75.3,76.9,78.2,83.4,0.284,0.271
31,8,203.0,102.5,116.3,74.7,81.0,73.1,77.6,0.281,0.268
20,0,180.1,79.7,125.8,79.1,89.9,79.6,70.3,0.279,0.321
33,12,183.8,85.1,101.2,81.7,67.4,80.5,71.5,0.258,0.227
35,16,189.4,94.8,106.7,89.8,78.0,80.7,80.4,0.264,0.288
24,4,175.3,99.0,107.3,83.0,82.6,84.8,83.2,0.255,0.294
26,8,188.4,107.2,105.8,85.9,75.0,79.9,71.0,0.279,0.259
28,9,189.9,83.2,104.1,88.7,85.8,78.9,75.3,0.257,0.288
37,14,174.3,107.5,119.0,90.5,76.8,78.6,72.9,0.268,0.299
38,16,167.3,88.8,113.0,81.7,76.7,76.5,67.9,0.298,0.263
36,15,181.2,90.6,117.5,84.5,72.3,80.1,77.1,0.282,0.271
25,2,189.5,99.7,107.4,78.9,80.1,72.5,80.5,0.248,0.277
39,18,171.9,88.9,113.8,83.3,79.2,85.5,76.1,0.254,0.289
22,2,188.8,87.7,105.5,73.0,88.2,80.2,86.0,0.256,0.3
30,9,195.0,88.8,118.3,91.5,75.1,84.8,67.2,0.256,0.285
26,4,183.4,105.9,103.1,76.6,73.7,74.2,76.3,0.262,0.244
22,0,193.5,96.8,108.9,88.9,84.7,79.1,80.2,0.282,0.294
24,6,181.6,96.1,117.2,90.4,86.4,77.2,71.6,0.28,0.313
27,6,177.7,70.4,112.1,80.2,77.4,76.4,65.0,0.278,0.258
32,11,177.2,82.9,108.9,80.3,79.8,81.0,72.4,0.295,0.271
26,6,181.2,87.2,104.4,78.7,85.1,73.4,57.6,0.257,0.266
30,7,187.6,76.9,112.5,92.0,82.4,79.8,71.1,0.268,0.297
27,8,177.6,81.4,120.7,90.0,85.0,75.5,70.6,0.259,0.302
26,6,186.7,97.6,114.4,83.5,85.8,79.5,74.4,0.257,0.298
24,4,194.9,80.3,115.6,74.8,81.6,87.3,79.7,0.295,0.295
39,21,180.0,86.3,112.0,75.4,74.4,71.7,70.9,0.226,0.266
23,2,174.4,96.3,107.5,79.8,81.9,78.4,80.4,0.263,0.282
21,3,188.5,89.6,116.9,89.7,83.9,80.4,65.0,0.251,0.31
31,11,178.5,83.0,107.4,79.7,73.5,83.2,80.7,0.282,0.255
33,13,183.7,82.2,105.0,74.5,70.1,74.2,64.9,0.277,0.229
20,1,186.7,98.2,99.3,87.1,70.4,74.4,74.4,0.275,0.246
30,8,198.7,93.3,114.3,88.3,79.5,78.2,80.5,0.278,0.282
39,21,184.4,90.4,111.8,93.0,76.7,77.1,74.1,0.278,0.276
20,2,193.5,80.4,111.2,75.3,78.9,77.8,74.1,0.263,0.269
23,5,188.3,85.4,103.9,85.7,68.9,77.1,78.2,0.272,0.257
21,1,168.5,94.0,100.6,87.5,83.8,76.0,79.2,0.262,0.283
29,9,178.1,90.7,120.6,77.3,79.1,79.7,68.6,0.297,0.281
33,15,192.5,65.1,125.3,76.5,84.9,85.6,77.0,0.276,0.322
31,13,181.8,96.0,115.7,83.9,81.4,82.4,63.1,0.268,0.291
25,5,180.9,86.3,113.0,80.7,85.2,74.7,75.7,0.298,0.291
28,7,191.6,73.6,118.6,72.4,74.9,75.1,67.5,0.253,0.27
24,6,183.7,94.3,103.1,94.2,83.5,79.1,79.1,0.27,0.278
35,17,184.4,98.9,113.2,80.3,82.7,77.2,72.3,0.286,0.289
32,14,187.6,85.8,112.5,80.2,80.7,80.1,78.4,0.279,0.287
23,4,189.1,84.4,110.3,86.3,80.8,76.6,79.9,0.292,0.281
35,14,192.8,81.9,115.1,94.7,83.2,81.6,68.0,0.268,0.295
27,9,192.8,94.6,109.0,85.1,73.4,77.4,67.0,0.276,0.261
28,10,191.5,92.4,109.6,84.1,74.6,79.8,85.7,0.269,0.277
24,3,185.8,85.8,104.1,89.6,76.2,82.0,70.5,0.275,0.28
39,19,179.5,85.2,116.7,81.5,80.0,83.9,69.0,0.301,0.29
31,8,185.0,79.9,121.3,88.6,72.6,75.3,71.4,0.284,0.277
22,0,180.2,88.8,104.4,83.2,82.3,77.6,74.3,0.277,0.28
38,17,188.1,69.9,121.0,76.5,80.4,84.2,83.2,0.285,0.298
33,12,185.3,79.8,114.7,72.9,90.0,74.7,86.4,0.243,0.308
20,0,179.6,97.6,108.6,77.9,78.4,74.7,71.4,0.275,0.263
36,14,187.9,95.9,117.1,94.6,81.4,76.6,77.6,0.273,0.306
28,10,181.4,81.3,108.9,86.9,77.6,83.4,60.7,0.279,0.277
27,4,178.3,97.5,106.6,87.9,79.4,78.1,68.0,0.265,0.265
21,2,175.5,94.7,108.5,84.7,72.7,75.4,74.1,0.276,0.257
27,7,192.4,63.9,100.2,81.0,80.5,88.7,72.1,0.28,0.27
29,6,190.8,80.0,120.6,78.6,92.0,82.7,78.6,0.282,0.335
30,9,183.2,75.0,109.4,81.7,79.4,85.4,73.4,0.255,0.278
22,0,185.7,87.3,120.9,88.9,88.5,77.1,75.9,0.271,0.321
20,2,177.7,58.8,106.8,77.0,74.6,81.2,78.0,0.294,0.253
39,18,186.9,77.6,107.1,88.6,80.4,74.9,73.9,0.263,0.28
21,0,183.2,90.6,110.0,73.4,87.9,75.4,74.9,0.29,0.295
26,5,183.4,83.4,121.1,76.5,87.7,75.5,69.6,0.276,0.29
32,9,191.3,87.3,113.8,77.3,90.0,83.3,82.0,0.274,0.322
22,0,181.2,81.9,106.8,84.5,85.6,79.3,88.2,0.296,0.291
29,9,188.0,84.8,119.9,88.4,72.6,80.5,74.8,0.269,0.295
35,14,184.4,88.3,106.7,91.8,79.1,76.3,73.9,0.286,0.273
27,6,183.6,82.7,106.2,89.6,85.3,78.4,72.9,0.231,0.302
29,9,184.5,81.1,114.5,83.7,77.2,78.7,72.9,0.269,0.277
23,2,192.2,85.5,116.4,75.9,76.7,84.3,81.5,0.278,0.281
31,12,164.3,82.2,120.0,87.9,89.0,84.0,78.6,0.253,0.334
32,11,193.8,103.5,108.3,75.1,81.2,82.8,66.6,0.283,0.284
34,11,190.8,81.6,114.1,89.0,76.0,78.5,72.5,0.272,0.276
36,14,187.3,68.4,115.0,77.1,67.5,66.9,81.0,0.285,0.251
35,14,192.7,74.6,110.3,77.5,70.6,74.5,72.2,0.257,0.247
25,6,188.1,70.2,118.0,81.3,87.8,79.3,71.8,0.279,0.307
26,4,178.5,82.4,103.4,80.4,83.1,81.1,76.8,0.258,0.283
25,5,188.9,83.0,107.7,75.2,82.3,74.7,68.8,0.28,0.267
20,1,195.1,88.8,114.9,72.7,78.8,78.8,61.4,0.263,0.27
36,16,194.8,105.7,115.0,85.4,75.0,80.0,81.2,0.258,0.287
29,8,172.8,96.4,96.5,82.4,75.9,82.3,80.5,0.283,0.253
24,5,178.7,103.1,107.1,81.2,84.3,81.3,85.2,0.277,0.297
37,14,181.7,95.5,115.1,91.7,76.2,75.0,76.6,0.277,0.277
24,3,178.5,107.7,108.3,79.7,79.0,73.0,78.8,0.24,0.277
31,8,193.8,97.6,104.9,87.3,70.3,79.6,68.1,0.282,0.246
21,0,175.1,87.0,110.6,85.4,74.4,78.7,76.1,0.268,0.27
37,19,184.4,65.2,117.7,86.0,85.0,75.1,76.4,0.293,0.304
22,0,179.0,81.4,119.0,79.5,79.4,73.5,72.5,0.263,0.284
26,6,182.1,74.2,106.7,84.8,89.4,78.0,86.0,0.275,0.315
37,16,191.4,82.7,119.8,70.4,87.8,79.9,73.1,0.238,0.307
28,6,177.6,69.3,111.5,82.0,86.7,74.1,75.3,0.284,0.292
37,16,179.0,84.9,109.8,81.6,83.1,81.2,74.1,0.283,0.276
33,10,195.6,87.6,97.6,84.0,72.0,80.0,78.0,0.27,0.248
38,15,189.2,93.2,115.3,79.7,81.8,78.3,72.7,0.258,0.284
25,2,187.3,69.9,125.4,98.0,77.3,81.5,65.9,0.249,0.309
33,12,187.2,98.5,104.3,79.4,77.5,74.9,68.7,0.287,0.259
39,19,180.8,92.6,109.2,87.9,91.1,75.9,83.5,0.256,0.309
28,9,182.8,98.6,111.9,84.2,74.0,82.8,68.2,0.27,0.262
25,3,177.1,98.5,110.7,72.6,75.7,74.6,81.0,0.279,0.253
38,15,182.9,85.0,99.7,80.4,85.0,76.8,85.5,0.261,0.288
20,0,187.7,89.3,117.7,72.5,88.2,81.9,71.3,0.272,0.305
22,2,192.5,90.8,106.2,73.3,89.4,81.0,67.7,0.285,0.284
22,4,179.6,89.2,121.8,63.9,82.1,68.0,85.2,0.265,0.291
24,3,186.5,90.3,109.4,74.0,81.4,76.1,75.2,0.285,0.269
30,7,183.5,92.8,107.1,85.5,83.8,78.1,77.6,0.291,0.295
26,8,179.3,79.9,101.4,85.6,80.0,77.7,70.8,0.277,0.266
35,13,177.5,93.8,108.7,84.6,77.2,79.0,77.8,0.255,0.272
22,0,183.7,98.9,115.0,84.9,74.9,76.6,73.7,0.275,0.276
29,11,178.2,81.7,110.4,87.0,77.5,81.2,73.6,0.29,0.273
38,20,178.5,88.8,101.3,85.1,87.6,75.5,80.4,0.252,0.296
32,11,183.6,82.7,116.7,75.9,82.9,77.2,67.5,0.276,0.289
27,8,184.9,91.6,120.3,77.1,89.6,82.3,72.4,0.262,0.323
37,18,187.3,69.6,104.5,85.1,84.7,74.6,73.2,0.297,0.278
27,7,185.6,81.0,105.7,79.0,75.7,77.8,79.4,0.266,0.258
39,20,181.2,104.2,127.2,84.8,83.3,76.9,72.6,0.26,0.302
30,9,189.4,101.2,112.5,82.2,91.6,80.0,71.3,0.25,0.305
35,13,180.5,82.4,114.5,80.7,91.9,81.6,77.7,0.283,0.323
39,20,186.9,93.0,117.1,78.4,76.4,82.5,62.4,0.258,0.281
24,4,175.9,92.9,92.0,90.0,81.7,80.3,71.1,0.264,0.269
32,13,193.8,94.3,100.8,83.1,83.4,79.1,72.2,0.279,0.26
39,18,183.5,100.0,118.8,75.8,83.7,72.7,71.4,0.291,0.292
20,0,177.1,85.5,104.5,81.4,85.3,79.4,79.3,0.286,0.286
28,8,193.6,88.8,107.1,88.8,81.4,84.7,74.2,0.254,0.286
23,5,178.3,74.7,110.8,95.3,75.8,77.7,67.0,0.284,0.263
32,10,194.4,84.1,114.1,83.2,71.1,78.8,78.6,0.238,0.265
23,2,188.2,96.6,102.4,91.7,87.2,72.6,75.2,0.261,0.284
21,0,178.4,93.4,106.1,84.7,81.4,76.4,78.1,0.292,0.277
33,11,190.1,80.4,101.1,76.2,78.7,78.2,67.5,0.286,0.245
22,0,185.7,69.9,119.9,85.2,80.5,79.4,78.4,0.302,0.291
34,11,174.0,90.1,109.5,74.0,86.7,77.7,75.5,0.272,0.291
26,8,182.2,62.8,123.1,90.4,80.2,79.1,69.4,0.268,0.297
31,8,181.8,100.5,118.2,74.4,85.7,80.8,69.3,0.262,0.295
34,15,184.6,75.1,110.9,80.9,78.3,82.7,73.2,0.295,0.293
20,0,190.3,80.4,114.7,71.6,79.1,76.8,85.8,0.279,0.275
28,5,176.0,88.8,110.3,84.7,90.2,87.5,71.1,0.266,0.307
35,16,195.4,94.6,105.8,71.6,70.8,77.4,81.0,0.245,0.237
21,0,174.0,98.9,95.4,83.8,80.6,75.9,61.5,0.266,0.247
29,11,188.8,88.9,113.3,84.8,80.0,81.8,79.4,0.268,0.292
35,12,200.3,86.0,108.9,81.9,81.5,72.5,75.5,0.279,0.269
32,13,177.2,95.4,109.0,92.4,80.9,72.1,75.8,0.247,0.271
37,14,191.3,95.5,112.7,77.2,83.4,78.4,70.0,0.263,0.303
22,4,193.2,74.4,103.2,75.4,82.9,72.3,81.8,0.277,0.276
38,20,182.0,82.1,110.7,90.2,79.6,73.2,73.9,0.282,0.264
30,11,184.7,106.6,100.1,74.5,82.9,78.9,83.2,0.281,0.276
26,4,175.7,96.1,108.4,76.5,86.3,83.5,71.0,0.26,0.306
34,12,176.7,88.3,119.2,81.1,80.6,79.8,75.7,0.243,0.29
37,17,184.4,98.9,104.0,84.6,77.2,77.3,80.8,0.291,0.258
34,12,179.9,78.0,117.3,78.8,78.3,88.3,69.4,0.277,0.291
37,17,188.7,91.5,114.8,78.9,88.7,83.4,90.8,0.286,0.317
39,21,186.9,97.7,108.0,74.9,75.7,78.4,81.5,0.275,0.262
39,19,178.4,85.0,129.7,78.4,77.3,83.4,81.7,0.272,0.299
33,13,181.8,104.9,116.5,89.7,80.0,83.6,74.7,0.256,0.296
27,5,181.8,82.4,112.4,90.1,90.1,68.6,67.1,0.281,0.289
21,0,187.0,79.7,109.9,82.0,75.6,73.8,78.2,0.274,0.26
28,5,181.6,73.3,100.8,80.8,89.4,86.0,70.1,0.256,0.299
25,7,180.5,96.2,119.4,88.5,75.6,76.0,77.4,0.269,0.282
30,8,175.2,84.3,103.3,87.0,84.0,82.6,79.8,0.274,0.287
39,18,179.2,79.1,98.0,77.6,77.9,76.6,81.9,0.26,0.264
35,12,194.9,88.5,105.8,76.1,85.0,69.4,66.9,0.277,0.26
27,5,181.9,85.9,108.2,88.8,77.6,74.9,79.5,0.289,0.257
33,14,183.1,93.9,106.0,84.0,83.9,78.3,79.1,0.291,0.29
25,2,193.9,99.1,113.3,70.6,74.7,83.2,75.3,0.249,0.271
39,18,178.6,65.6,106.4,77.1,68.7,76.8,77.3,0.247,0.25
30,8,182.4,98.4,135.0,83.2,81.3,77.6,82.5,0.288,0.32
27,8,177.1,95.2,104.3,69.9,79.0,84.4,67.3,0.279,0.266
24,1,193.8,90.9,104.1,80.3,74.2,71.8,62.6,0.261,0.234
22,0,186.3,84.4,112.6,86.3,72.5,78.0,76.1,0.286,0.257
24,5,194.4,88.6,105.0,88.4,79.1,80.3,69.5,0.258,0.266
25,4,187.1,105.9,104.0,85.1,84.3,79.4,74.5,0.273,0.281
25,3,198.2,103.0,118.3,83.8,83.2,84.1,76.7,0.291,0.308
31,9,190.0,91.0,112.4,82.3,84.6,78.2,83.7,0.269,0.291
39,17,186.4,106.1,118.5,83.3,80.9,77.3,71.6,0.298,0.29
38,15,185.7,96.2,115.6,92.6,78.8,76.8,77.9,0.249,0.289
35,17,189.1,94.9,117.8,78.8,86.4,82.8,74.1,0.27,0.307
25,2,180.8,67.0,115.2,69.7,79.2,76.9,77.1,0.262,0.266
26,5,184.3,85.4,115.7,89.8,84.2,87.7,76.9,0.266,0.321
26,3,179.8,97.4,112.7,72.4,88.2,79.9,75.8,0.295,0.287
25,7,187.5,76.8,120.1,83.0,83.2,77.5,74.4,0.289,0.3
26,8,173.8,97.7,113.7,88.6,86.1,72.0,77.5,0.277,0.287
33,12,184.4,93.1,111.1,84.5,84.2,82.2,69.9,0.263,0.294
25,6,196.5,100.8,121.2,88.0,86.9,72.4,79.5,0.25,0.316
21,0,176.0,94.5,121.3,87.7,80.6,81.7,71.0,0.271,0.309
39,19,170.8,95.4,116.9,85.7,90.2,69.8,84.0,0.261,0.316
30,8,167.3,85.9,115.5,71.0,80.3,72.9,72.8,0.258,0.268
33,12,187.5,101.7,122.6,79.7,83.6,82.0,70.5,0.276,0.3
28,7,183.9,89.6,112.6,75.3,70.0,91.0,81.5,0.269,0.278
35,13,190.5,83.4,106.5,79.8,81.4,80.3,77.7,0.268,0.286
21,0,183.0,84.6,109.7,82.6,83.0,72.7,81.5,0.252,0.284
34,15,184.6,89.6,103.7,80.3,78.4,86.2,66.7,0.262,0.271
25,2,190.1,94.1,125.4,93.6,85.3,83.4,76.6,0.252,0.342
23,4,182.1,73.5,118.9,86.1,83.4,87.4,86.8,0.275,0.321
35,13,180.1,116.9,103.2,77.0,93.4,74.9,70.7,0.266,0.285
27,7,192.6,93.9,116.7,82.9,73.4,77.7,70.2,0.251,0.269
39,19,198.3,80.0,119.4,76.0,76.7,81.6,79.9,0.249,0.288
20,0,177.1,85.8,114.9,82.0,83.8,82.6,64.7,0.261,0.289
31,13,200.6,86.7,115.8,93.3,87.0,89.8,70.6,0.273,0.336
32,10,178.7,77.5,116.6,76.7,74.6,87.8,79.4,0.252,0.282
28,5,186.2,76.2,106.8,77.8,69.5,75.1,76.6,0.269,0.233
36,15,196.1,83.6,114.4,86.0,78.3,75.9,77.1,0.283,0.281
23,1,163.9,77.3,107.9,83.6,80.8,78.6,77.2,0.284,0.272
28,6,210.6,99.0,112.1,73.3,78.9,77.6,86.9,0.303,0.276
34,11,194.4,92.9,110.4,86.2,84.7,87.6,73.6,0.28,0.295
34,15,185.4,73.5,111.4,79.1,76.1,81.2,80.1,0.289,0.269
27,7,180.9,80.9,106.2,74.9,83.6,78.0,77.3,0.263,0.266
33,11,187.3,91.2,111.9,80.9,67.0,82.7,65.4,0.26,0.248
28,5,176.8,94.6,113.5,83.3,80.7,73.9,79.7,0.286,0.284
31,11,177.4,83.9,123.6,79.4,89.1,80.9,75.5,0.276,0.32
29,7,194.9,96.5,124.7,79.7,83.3,83.0,81.9,0.28,0.309
36,15,183.6,87.9,118.7,84.6,85.5,80.3,69.8,0.274,0.305
27,5,166.1,69.1,101.0,79.6,80.6,79.9,77.0,0.292,0.275
33,12,185.9,92.3,111.1,66.5,75.5,80.5,87.5,0.251,0.276
36,16,182.9,129.5,108.1,78.2,80.6,82.3,72.2,0.234,0.28
37,16,183.0,99.4,106.9,81.6,81.3,74.4,76.4,0.273,0.275
30,8,187.2,66.3,110.0,82.8,73.4,76.2,83.2,0.272,0.259
30,9,187.3,79.6,113.0,85.2,85.7,77.2,71.1,0.282,0.292
34,11,188.9,84.9,107.7,87.6,70.7,73.7,73.2,0.276,0.248
35,17,189.5,82.2,122.1,72.5,85.8,81.3,91.3,0.263,0.314
39,16,196.4,101.1,106.0,81.3,80.9,74.8,80.4,0.235,0.281
36,16,195.9,95.8,114.7,87.8,77.2,81.1,73.6,0.255,0.282
22,0,174.7,73.8,115.8,90.9,82.2,76.1,79.3,0.271,0.287
25,5,184.7,62.0,108.1,93.9,87.6,73.8,66.6,0.283,0.284
38,16,204.4,76.6,95.9,82.3,77.3,82.0,66.7,0.251,0.257
28,8,185.2,77.4,94.1,78.9,82.8,79.7,63.6,0.299,0.254
22,4,185.2,98.7,115.2,83.6,70.3,80.2,84.7,0.258,0.279
24,3,178.0,95.4,104.9,85.0,79.4,79.3,67.1,0.258,0.263
38,18,180.8,97.4,115.8,90.3,79.1,83.5,74.6,0.26,0.286
33,14,191.7,87.7,116.5,89.9,77.9,77.6,89.4,0.308,0.296
38,19,179.3,117.2,116.2,81.7,76.0,85.1,72.3,0.261,0.289
27,7,199.2,96.6,113.5,74.4,82.5,74.6,66.4,0.279,0.261
20,0,203.0,93.7,112.2,85.6,80.0,77.9,71.2,0.263,0.275
24,2,186.8,83.6,108.5,78.9,74.9,77.8,78.1,0.251,0.269
31,10,187.7,84.5,115.6,84.7,75.4,78.2,76.4,0.289,0.266
35,16,182.5,96.0,112.2,76.5,78.7,82.1,76.2,0.273,0.284
28,9,183.3,83.7,103.2,83.0,78.3,76.2,66.3,0.271,0.256
33,13,188.3,76.3,110.6,87.9,80.2,75.6,75.5,0.282,0.28
26,6,188.4,74.0,112.3,81.2,88.8,73.4,69.8,0.276,0.28
29,7,184.0,98.5,110.2,72.1,68.9,74.4,69.2,0.314,0.222
20,0,191.8,89.5,106.8,79.8,81.9,78.1,76.8,0.25,0.283
23,5,179.9,86.9,109.6,86.4,84.8,75.0,74.2,0.264,0.294
38,15,189.9,93.6,116.7,84.7,90.5,80.1,74.2,0.262,0.313
36,18,180.6,83.3,109.7,81.2,79.4,75.8,77.8,0.256,0.281
36,17,190.6,87.9,109.4,77.3,83.7,79.9,68.5,0.294,0.28
23,4,186.3,78.9,114.8,78.4,82.0,74.1,81.6,0.26,0.289
35,12,194.2,89.4,117.1,91.5,81.8,74.0,72.5,0.27,0.294
35,12,178.7,94.3,112.5,78.2,80.3,77.7,61.1,0.269,0.266
30,8,194.8,105.4,115.3,82.9,79.8,83.6,75.8,0.299,0.296
35,15,209.5,96.9,111.6,96.1,82.9,77.1,70.3,0.285,0.292
34,13,175.1,95.9,124.3,94.4,75.7,79.5,76.3,0.246,0.303
24,5,186.8,102.9,97.8,75.0,84.9,80.6,75.9,0.255,0.268
28,8,187.6,91.2,114.2,75.4,89.5,81.3,71.0,0.248,0.316
39,21,183.3,77.9,111.4,83.5,75.6,83.2,82.4,0.261,0.283
33,15,206.5,89.6,113.9,83.4,87.2,76.7,68.0,0.279,0.29
37,18,183.7,89.3,102.5,87.6,81.4,78.3,79.8,0.305,0.28
27,8,181.4,81.1,105.0,84.1,84.0,85.2,73.1,0.294,0.294
28,5,187.0,92.8,121.6,76.1,75.5,79.9,75.3,0.264,0.283
23,1,189.4,92.9,110.8,83.3,74.8,84.4,70.6,0.273,0.275
32,12,187.2,78.6,119.9,72.6,85.7,74.3,78.9,0.274,0.304
31,9,184.3,88.3,112.6,86.5,85.2,75.7,72.6,0.288,0.307
26,6,200.3,90.8,101.1,79.8,81.0,76.6,80.6,0.253,0.272
34,13,188.8,100.4,107.5,78.2,78.4,75.9,77.8,0.284,0.269
23,5,181.9,78.1,114.2,86.6,82.9,85.0,82.5,0.289,0.298
27,6,185.4,91.6,108.1,80.6,78.9,77.2,81.3,0.274,0.284
35,12,180.2,94.5,122.4,70.5,75.2,75.3,81.1,0.273,0.276
26,7,190.3,81.9,100.2,84.9,81.2,79.8,68.2,0.314,0.267
30,12,191.6,80.9,104.5,83.3,74.1,77.4,68.6,0.281,0.244
35,12,186.7,102.4,112.2,76.8,77.4,75.3,73.7,0.275,0.272
