"horas_estudio","tiempo_lectura","horas_sueno","uso_redes","motivacion","asistencia","nivel_socioeconomico","apoyo_familiar","estres","rendimiento_academico"
6,6,6,7,4,95,2,6,2,83.01
2,3,4,8,5,90,5,2,3,81.6
10,10,9,6,10,80,4,8,10,97.59
1,1,6,2,6,77,5,4,4,76.59
9,9,7,4,7,67,4,7,5,86.57
6,5,8,1,8,64,4,1,4,83.85
10,10,4,8,4,80,3,9,10,87.38
3,3,5,6,5,83,3,1,9,82.83
7,5,8,3,6,89,5,5,6,84.47
10,10,6,7,7,64,4,3,6,87.24
4,3,6,8,5,64,4,1,6,83.2
9,8,8,5,10,93,5,3,5,92.45
7,7,4,1,5,67,3,8,4,81.94
7,7,8,6,8,78,2,6,9,91.06
1,1,4,4,2,90,4,10,10,80.53
10,10,7,2,9,95,5,2,6,89.6
5,8,4,3,8,85,3,5,4,85.56
5,5,7,2,6,73,2,7,1,81.91
7,6,5,1,1,99,3,10,8,79.28
2,3,7,6,1,61,2,2,8,75.27
6,8,6,7,4,68,1,8,2,82.71
3,4,7,2,7,60,2,8,8,83.43
6,5,5,8,7,81,5,10,7,92.79
1,1,9,4,6,84,1,5,6,76.32
4,4,7,1,9,86,1,9,2,85.97
3,1,8,6,8,71,4,7,4,84.03
1,3,5,1,9,97,3,10,6,82.68
2,1,7,5,4,64,5,10,5,80
8,8,4,1,10,60,3,6,4,90.68
6,5,5,4,3,99,2,10,10,84.98
9,7,7,5,10,74,4,10,3,93.06
4,4,8,3,6,99,3,6,9,85.05
3,4,7,5,6,86,4,10,9,86.68
8,7,7,6,4,84,4,1,6,81.46
8,9,4,8,4,67,5,1,4,83.17
2,2,6,4,3,91,1,8,2,76.43
6,7,9,1,6,64,4,4,2,81.55
4,3,7,1,6,82,5,9,5,83.42
2,3,8,6,8,82,5,9,10,87.85
6,6,7,4,7,99,1,5,6,85.01
5,3,5,8,2,95,5,5,2,81.88
2,3,4,1,2,88,2,2,4,73.48
9,7,8,3,7,89,3,1,6,83.66
4,2,4,4,3,94,2,3,5,77.09
7,6,9,1,5,78,1,2,3,78.28
5,5,7,6,8,83,5,1,3,86.37
1,1,9,5,5,68,3,8,4,76.83
8,8,4,7,5,75,5,2,8,86.07
8,9,8,7,2,77,2,2,2,77.07
2,1,6,6,6,64,5,4,7,81.46
8,7,8,8,10,76,5,4,6,94.5
1,1,7,5,8,100,1,1,5,78.06
3,4,4,6,10,71,2,3,3,85.18
4,4,9,5,5,63,5,6,6,82.39
4,3,5,7,7,92,1,1,4,82.96
3,3,7,2,4,60,3,6,8,79.57
2,3,9,4,7,74,3,5,4,79.76
6,5,4,5,8,84,1,4,8,86.83
9,9,7,5,7,70,5,6,8,89.41
3,2,6,4,9,66,4,1,10,86.72
8,9,6,1,6,79,1,7,3,83.5
1,1,7,6,7,77,4,6,4,80.66
10,10,8,4,2,67,5,2,9,77.38
10,10,7,2,9,97,2,9,1,90
6,5,9,5,3,99,5,4,5,80.46
10,10,4,6,1,79,5,7,7,77.13
5,3,8,4,8,76,2,5,3,84.12
9,9,9,4,1,66,3,10,8,76.73
6,5,9,5,9,65,1,6,5,86.53
4,4,4,7,9,98,5,1,7,89.42
1,2,8,8,6,83,3,2,4,79.58
5,5,9,3,9,77,5,3,10,90.26
4,4,4,5,3,70,3,7,6,79.56
4,2,5,4,4,83,3,1,1,78.13
7,7,8,1,3,97,5,6,9,82.19
9,9,4,6,1,100,2,4,5,75.57
8,9,4,8,8,85,3,10,5,92.67
2,1,7,1,1,63,4,5,4,73.87
1,1,8,2,5,84,5,1,1,75.67
10,10,6,1,7,100,5,2,3,84.98
8,6,8,4,1,71,2,6,9,76.6
8,9,7,1,5,72,5,8,4,83.36
9,9,9,3,9,79,5,7,2,89.8
10,9,7,4,2,79,3,7,9,77.96
6,5,4,6,8,95,2,3,1,86.84
1,1,5,3,1,66,3,8,4,73.13
9,10,7,3,8,79,2,3,4,86.29
10,9,7,8,8,98,3,6,10,95.11
5,5,9,1,9,80,2,8,7,87.88
2,1,5,4,2,82,5,7,6,77.91
7,8,6,1,8,63,1,6,4,84.81
5,7,5,7,3,72,2,5,7,81.99
9,10,7,8,8,76,3,7,6,92.23
6,7,9,3,1,100,4,2,2,75.24
5,6,6,5,3,93,5,10,7,83.16
9,8,4,1,2,94,3,10,9,80.15
2,1,9,2,5,89,5,1,9,79.75
5,7,8,4,1,97,1,9,6,77.55
8,7,8,6,2,66,3,7,7,78.59
6,5,5,4,4,61,2,2,8,79.53
1,1,8,8,1,64,1,3,6,74.66
2,4,7,6,1,95,4,2,1,76.49
5,7,5,1,10,69,1,4,8,88.14
8,10,5,2,1,89,5,2,9,78.34
5,6,6,4,7,76,4,5,8,86.75
1,1,7,5,9,65,1,8,2,79.3
8,8,9,5,5,97,3,3,1,82.31
7,6,6,6,1,67,4,10,10,82.14
4,4,4,3,3,88,5,10,2,80.71
8,9,9,4,10,94,2,9,7,92.95
4,3,9,1,10,98,5,5,6,87.69
2,2,6,3,1,100,4,4,6,75.41
3,2,9,1,9,91,1,1,2,80.94
4,4,4,2,1,85,2,6,1,75
4,3,6,6,4,63,2,7,1,80.63
4,5,5,8,3,89,2,10,1,83.03
8,8,5,8,8,91,4,7,2,92.08
7,7,8,8,10,87,2,4,1,92.76
5,3,6,1,8,90,2,4,9,86.68
8,7,4,7,7,72,4,4,6,88.59
2,2,7,6,1,67,3,10,9,79.77
4,3,6,8,3,97,4,4,5,82.16
2,2,7,1,6,89,3,6,2,79.49
5,5,5,6,5,73,1,1,7,81.53
10,8,4,8,7,84,3,9,7,91.23
9,7,4,8,10,60,3,7,9,97.01
1,1,4,8,4,99,1,10,1,80.66
1,1,8,6,5,70,2,1,10,79.31
6,5,8,5,6,78,5,5,6,85.69
10,10,8,1,2,100,4,8,9,79.5
5,3,6,6,5,95,2,2,9,84.52
1,1,8,2,7,81,3,10,2,79.02
3,3,7,5,8,90,1,5,2,82.57
1,1,6,1,10,64,1,10,8,82.21
2,2,7,5,6,61,4,4,10,83.11
10,10,5,5,3,79,5,10,8,82.39
4,5,5,3,6,68,1,2,9,82.27
10,10,6,2,8,100,3,3,2,86
6,5,7,6,5,91,1,4,5,81.77
10,8,9,2,7,61,3,10,2,84.35
6,7,5,6,6,89,3,9,7,87.99
7,8,6,8,3,77,2,7,3,82.14
9,10,7,3,5,73,5,6,3,82.86
9,8,9,8,9,89,5,3,6,93.46
6,6,7,8,10,93,1,4,3,91.65
6,6,4,8,10,86,2,6,1,93.1
10,9,8,2,9,94,3,1,5,87.65
7,7,4,6,1,78,4,3,9,79.6
5,8,9,3,7,73,1,10,6,84.57
6,7,9,2,6,84,1,4,6,82.63
5,6,8,5,10,78,1,10,1,89.63
10,9,4,6,4,93,3,10,3,82.61
9,10,9,1,10,85,1,7,10,93.41
1,1,8,3,3,73,2,1,6,72.8
7,7,7,1,2,96,5,4,8,79.78
2,2,7,2,7,82,1,9,8,81.82
1,1,6,5,7,80,2,1,2,76.2
10,10,8,4,2,66,4,1,4,73.34
2,3,6,6,6,100,5,9,10,87.47
1,1,7,3,5,70,5,3,9,78.81
4,4,7,6,5,81,5,5,2,83.25
6,8,5,6,5,65,3,4,8,84.49
3,2,8,3,8,77,5,10,7,85.98
1,1,5,8,9,85,5,8,2,84.39
4,3,8,8,2,92,4,4,8,82.19
10,10,8,4,7,90,3,10,4,86.63
5,4,6,8,10,66,3,3,7,92.13
10,9,9,1,5,69,2,4,6,78.51
3,3,6,2,3,76,3,8,8,79.41
8,7,9,7,2,71,2,10,8,81.6
7,7,6,5,10,74,5,1,9,93.17
6,7,8,2,3,88,3,7,3,79.46
1,1,9,6,1,73,4,2,2,73.04
1,2,5,7,5,60,4,3,5,77.93
3,2,9,2,8,90,1,6,8,83.26
4,3,7,1,8,64,5,7,9,88.03
5,5,7,8,2,73,1,8,3,80.65
5,6,7,5,4,84,5,3,6,81.66
3,3,4,8,2,72,5,1,4,78.66
6,6,6,3,8,99,3,7,10,91.79
9,10,4,5,7,83,1,8,10,90.51
5,5,7,3,4,83,4,3,6,79.6
7,7,4,6,4,68,2,9,8,83.92
4,3,5,7,10,61,5,1,7,88.97
4,3,4,3,7,63,5,10,8,86.74
6,6,6,6,3,91,2,2,9,82.05
9,10,9,5,8,70,2,3,6,86.71
1,1,4,1,3,73,2,7,9,77.53
9,10,6,2,6,73,5,3,7,84.86
1,1,6,2,1,87,2,6,8,74.25
10,10,5,4,5,68,5,5,4,81.67
8,8,7,6,2,98,3,10,8,82.47
7,7,6,3,3,75,3,4,4,77.77
2,3,9,3,5,77,1,8,7,78.16
10,10,7,5,3,73,1,5,8,78.28
9,9,6,4,2,77,2,2,7,75.41
1,1,8,6,6,69,5,7,8,81.86
7,5,5,4,2,88,1,5,9,79.15
6,6,4,7,4,89,1,10,9,86.9
4,5,5,8,9,83,1,2,2,86.93
9,10,6,2,10,69,1,3,9,91.52
3,4,8,7,3,86,4,8,3,80.76
1,1,6,1,9,68,4,7,7,81.21
4,4,8,5,9,76,5,6,10,91.02
8,8,4,3,6,92,4,10,5,86.11
4,4,9,5,6,64,2,4,4,80.4
9,9,6,7,8,72,4,5,7,91.44
2,3,6,5,9,82,3,1,10,85.68
9,9,6,5,10,97,5,8,9,97.39
2,1,4,3,8,66,5,5,3,80.86
9,9,8,5,8,72,3,9,1,89.43
4,5,6,5,10,80,2,6,5,87.36
8,8,5,8,7,65,4,9,9,93.11
4,4,7,3,7,62,2,9,9,84.72
6,6,7,3,7,82,4,6,5,85.16
9,10,5,6,5,65,2,8,9,86.32
7,7,4,8,9,88,3,9,6,94.32
7,8,4,1,1,91,4,8,4,76.5
5,6,8,5,8,84,3,4,3,85.44
9,9,8,4,5,76,1,10,9,85.53
6,3,6,1,9,61,1,6,9,88.25
10,10,9,5,3,84,3,8,2,77.74
10,10,5,5,9,68,5,6,4,90.27
3,2,4,6,3,94,1,5,4,78.37
2,2,9,6,10,86,1,1,10,84.98
3,3,7,4,5,80,5,7,1,80.76
5,7,9,3,4,95,2,5,6,79.9
9,7,9,2,5,73,5,9,6,82.91
10,9,4,6,2,95,5,7,9,81.25
3,4,9,1,10,90,5,1,5,84.6
6,6,9,2,3,64,5,5,9,81.56
5,5,7,5,2,61,2,3,8,77.53
4,5,9,4,7,91,5,8,3,85
7,7,5,5,1,70,5,4,9,79.13
5,6,7,7,7,93,1,9,9,89.32
6,6,9,7,3,94,1,6,9,83.25
7,6,8,6,8,98,3,4,10,92.74
5,6,4,4,1,63,3,7,7,77.24
6,4,4,5,7,63,2,5,6,84.89
6,6,9,1,8,85,4,2,7,86.16
10,7,5,4,2,62,1,9,6,75.04
9,9,6,3,1,80,5,2,9,76.34
10,9,8,6,4,93,5,3,9,83.05
8,9,4,8,4,63,3,8,7,85.19
8,9,9,2,3,93,2,5,8,79.42
1,1,4,2,6,93,1,9,7,78.64
5,5,5,8,6,94,5,3,3,86.75
3,1,8,3,6,95,2,5,7,81.03
10,10,4,7,2,72,2,7,7,77.77
9,8,8,8,3,88,5,5,1,82.5
9,9,7,3,6,82,2,9,8,85.77
7,7,9,1,6,77,4,1,2,81.58
7,9,4,5,10,73,3,5,1,91.72
9,8,6,2,6,71,5,5,1,83.78
9,8,7,2,6,75,1,2,4,80.37
5,5,4,5,9,66,5,3,4,87.49
7,7,8,3,7,69,1,9,5,84.94
4,3,7,4,10,61,1,6,1,85.44
10,10,8,4,1,86,4,7,5,74.25
8,7,8,6,7,70,4,8,10,91.52
8,8,5,4,10,88,5,10,10,98.11
8,9,8,3,8,96,5,5,8,89.6
9,8,5,3,2,98,2,4,1,74.64
6,7,8,4,8,75,2,10,9,90.41
7,7,7,5,5,91,2,8,4,83.59
1,1,4,1,5,91,4,5,7,77.85
8,8,9,6,1,75,3,8,7,77.68
2,2,6,2,4,66,4,1,5,74.58
3,3,4,3,10,96,1,3,4,83.53
5,5,9,2,5,97,5,1,3,80.55
4,5,6,6,4,76,2,1,2,79.28
1,1,7,5,5,96,2,3,2,76.34
5,5,7,6,2,75,1,8,8,81.45
1,1,6,3,10,76,3,2,5,79.27
10,8,4,5,7,100,1,4,8,85.87
7,8,9,1,2,86,4,9,5,78.36
6,4,9,6,7,78,1,1,10,87.74
10,10,8,3,1,88,2,10,3,73.58
9,9,6,5,5,94,2,8,6,83.37
9,8,9,3,2,71,3,6,7,75.78
9,10,5,1,6,62,3,2,10,85.65
5,4,7,8,10,69,4,8,4,92.8
10,10,5,7,6,77,3,8,8,88.64
7,7,4,8,6,62,5,1,7,87.53
7,9,5,6,10,76,4,5,4,92.3
10,10,4,6,9,99,4,3,3,91.1
1,2,7,8,4,78,1,10,2,79.72
9,8,7,8,5,60,5,9,1,86.38
3,2,9,7,10,93,3,5,7,88.33
3,4,4,3,4,82,1,10,9,81.78
1,1,8,6,2,64,3,2,10,77.52
4,3,7,8,4,95,3,1,9,84.43
3,4,7,6,9,88,2,10,6,87.36
2,2,9,8,7,86,2,8,6,84.33
10,10,9,3,7,100,5,4,9,87.94
3,2,6,4,10,68,5,9,6,87.09
5,6,5,8,8,83,4,6,10,94.45
5,5,9,6,1,84,3,3,1,76.66
2,2,9,2,3,86,2,9,6,76.97
5,3,8,1,9,97,1,5,10,89.99
3,4,6,5,6,78,4,7,10,86.3
3,5,7,3,8,71,3,4,7,83.21
6,6,8,2,3,85,4,1,3,76.97
10,10,8,7,2,94,1,9,5,77.98
9,9,7,4,2,85,2,1,3,73.34
4,4,5,3,7,83,5,1,5,83.12
1,1,7,3,1,68,5,7,1,74.02
5,6,6,6,8,97,2,3,8,88.01
1,3,5,6,7,60,4,1,5,78.36
7,8,6,3,1,93,5,10,6,78.99
7,7,6,4,1,93,3,8,4,76.95
6,6,9,6,4,90,5,9,4,83.85
7,8,7,1,1,100,1,2,1,73.8
3,3,9,2,9,60,1,10,9,86.06
10,9,7,3,6,91,5,9,9,87.7
4,5,5,1,3,100,3,5,2,78.43
9,8,8,2,8,85,2,1,2,84.95
9,8,4,1,7,69,3,9,3,85.01
5,5,6,4,10,67,2,4,5,87.26
10,10,5,8,2,74,5,7,3,79.43
4,5,9,8,9,94,1,5,8,89.65
7,6,8,1,1,78,4,9,4,76.29
7,6,7,8,6,89,4,7,2,88.18
6,7,9,7,9,94,2,2,9,91.88
9,8,7,6,2,69,5,10,2,79.11
2,3,8,3,9,95,4,5,6,82.46
1,1,8,1,3,79,1,4,4,72.05
5,5,9,5,1,77,4,2,7,76.42
6,5,5,2,10,82,4,2,2,88.05
5,7,7,5,7,76,5,5,6,86.45
6,4,9,3,7,85,4,3,9,86.81
3,3,4,1,7,68,5,7,4,82.45
6,5,4,2,2,88,3,4,5,76.69
9,9,9,2,2,88,3,10,7,77.76
2,1,5,3,6,92,1,1,1,77.11
2,2,4,8,6,97,1,8,6,83.85
10,10,6,2,3,98,4,4,9,79.96
1,1,7,8,7,84,1,9,8,83.09
2,3,6,6,8,69,3,1,2,80.68
9,10,7,3,8,61,3,9,8,89.8
2,1,8,8,1,80,1,8,9,79.83
6,6,8,5,4,93,4,6,1,81.67
10,10,6,4,4,62,3,6,3,78.51
8,10,6,5,6,71,4,9,10,90.37
1,1,5,4,9,82,1,4,9,81.42
5,4,5,2,1,73,5,10,1,77.71
2,3,6,3,1,67,3,7,3,73.75
9,10,6,8,7,96,1,1,9,90.19
3,4,6,1,8,71,1,1,8,82.19
9,10,8,1,3,93,4,9,5,80.15
9,9,9,8,6,79,3,1,5,84.83
5,3,8,2,4,73,3,6,7,80.46
7,8,7,3,5,90,2,3,3,80.11
9,8,5,4,1,64,5,8,3,74.7
3,5,7,4,1,83,5,1,10,79.39
2,1,9,6,2,61,5,6,10,81.77
10,9,9,2,7,60,4,5,10,87.07
2,2,7,6,4,84,5,3,9,81.8
9,10,9,8,6,93,1,2,4,85.12
4,4,8,1,6,93,1,8,6,82.67
1,2,6,8,7,100,5,6,1,83.27
7,7,6,4,6,70,1,7,3,82.36
9,7,5,6,1,86,3,7,10,80.44
3,4,8,1,5,71,5,9,2,81.13
7,6,8,2,6,85,4,9,1,85.12
1,4,4,6,7,63,2,4,5,78.77
5,4,7,6,10,78,1,7,3,89.09
7,6,6,1,10,86,2,6,7,90.46
8,9,4,1,4,74,1,7,9,81.77
6,6,4,5,9,87,5,5,10,93.8
3,3,5,2,8,81,1,6,6,82.41
8,7,7,1,5,86,2,9,4,82.17
3,3,8,5,10,99,3,5,9,88.36
9,8,9,5,4,63,2,2,10,81.24
2,1,9,2,10,80,3,3,7,82.01
4,4,5,2,6,91,2,10,10,87.15
10,10,6,7,6,88,4,6,10,90.52
2,2,7,3,2,81,4,7,3,76.14
2,1,4,3,10,70,5,2,5,81.97
10,10,4,3,10,66,4,8,8,93.78
6,6,8,8,5,97,5,7,3,86.98
1,1,5,5,7,66,5,3,5,78.6
8,9,9,3,5,92,3,4,3,81.34
10,10,8,7,4,72,5,4,8,83.67
7,6,5,6,5,100,1,4,5,82.9
7,5,9,8,10,80,4,8,4,94.75
2,2,5,6,7,90,5,5,3,82.15
8,10,8,5,5,89,4,10,4,85.28
4,4,9,8,5,65,1,9,6,83.9
7,7,4,5,3,85,2,1,2,77.82
1,1,8,6,8,66,3,10,7,82.59
3,3,9,7,7,63,5,3,9,86.26
2,2,7,4,8,68,4,2,5,80.2
8,8,9,1,1,98,4,3,3,74.65
9,9,8,7,4,70,5,10,3,84.24
5,4,8,7,4,82,1,4,7,82.57
9,7,6,7,5,84,3,6,4,84.13
9,10,7,3,6,67,2,10,5,84.32
3,5,5,5,8,88,5,10,4,87.02
6,7,8,2,7,81,1,5,10,87.54
7,6,9,1,7,97,5,6,9,88.94
9,8,7,1,1,75,4,4,8,75.27
10,10,4,7,10,67,4,6,8,95.3
8,8,4,5,8,72,3,3,2,87.53
6,5,6,4,6,67,4,8,4,83.91
1,1,6,1,7,91,3,4,6,78.24
9,7,7,8,3,68,1,4,1,79.03
1,1,8,8,7,91,1,1,2,79
2,2,8,3,8,66,3,6,1,80.72
3,4,9,4,7,82,4,1,5,81.41
4,4,5,1,7,70,1,9,3,82.51
2,4,4,1,6,60,1,10,10,82.73
6,7,7,2,8,92,3,6,8,88.1
2,1,6,8,3,84,2,5,4,79.65
2,1,5,1,9,84,5,2,1,81.67
9,9,8,3,8,72,5,1,2,85.53
8,9,7,7,5,86,3,1,7,84.89
7,8,6,6,2,73,5,10,7,82.24
6,5,6,5,1,70,1,1,9,76.3
1,1,7,3,9,75,1,10,3,79.89
8,7,4,3,8,92,4,6,8,89.7
3,1,9,7,6,98,4,10,7,85.94
9,10,5,6,2,63,4,3,3,76.87
3,1,9,5,7,92,5,3,6,82.73
10,9,9,5,1,64,1,3,3,70.13
1,1,7,2,3,69,5,5,1,75.9
3,1,7,1,4,82,5,9,2,80.23
6,6,5,5,10,93,1,5,10,93.74
9,10,7,7,1,78,5,1,10,80.1
3,4,8,7,6,92,5,7,7,86.02
7,9,5,2,9,92,4,8,6,90.7
2,2,9,4,7,63,4,2,8,80.63
1,1,6,3,3,92,5,8,5,77.34
1,1,8,5,7,84,5,2,7,79.92
10,10,6,3,2,65,3,6,7,75.36
9,9,4,2,2,86,2,6,7,76.54
3,3,8,3,9,64,4,8,4,83.9
10,9,8,3,7,62,2,7,8,85.22
5,4,4,3,4,60,1,3,1,77.19
2,2,6,8,4,75,3,8,9,84.81
2,3,6,5,8,62,5,1,2,80.67
6,6,9,5,2,80,2,10,3,78.78
1,1,4,7,3,67,1,2,8,76.29
2,4,5,4,5,96,3,6,4,78.93
4,3,7,5,10,96,3,4,8,89.97
10,10,6,6,6,84,1,1,3,81.77
6,6,8,8,6,90,5,10,4,89.73
9,10,5,3,10,82,3,10,9,95.7
6,6,4,8,1,84,1,8,10,82.59
4,4,9,1,4,90,3,6,2,79.11
10,9,9,3,1,85,3,1,3,70
3,4,4,5,7,92,2,9,5,83.4
5,6,9,4,1,61,3,6,7,76.35
4,4,4,6,4,88,2,7,6,82.15
1,1,9,3,4,96,1,2,1,73.16
2,1,7,8,9,79,4,10,5,87.39
6,4,6,7,8,96,5,4,9,92.73
9,9,5,5,5,66,3,1,5,81.28
8,8,8,3,8,98,1,4,7,87.87
9,9,7,1,1,90,3,1,5,72.39
3,4,7,6,7,94,1,8,8,86.33
7,8,9,3,1,64,5,1,3,74.35
4,4,8,4,7,81,3,5,10,86.65
2,2,9,4,4,83,4,1,3,76.07
10,10,8,1,4,72,5,7,10,83.68
7,8,4,6,1,89,1,2,4,75.16
6,8,9,8,2,78,4,8,1,82.07
1,1,5,3,7,61,3,5,10,81.5
4,4,4,3,1,73,1,6,5,74.45
7,7,6,1,2,67,3,5,4,76.15
2,2,8,8,4,94,1,1,6,78.47
4,4,9,1,5,71,4,8,2,80.47
10,10,5,2,9,80,3,9,7,91.05
1,1,7,5,2,80,3,6,6,75.29
10,8,7,4,5,96,4,8,3,81.99
9,9,9,8,6,80,4,1,10,89.3
9,9,4,2,1,63,5,5,2,73.81
2,1,6,8,6,71,1,10,7,83.92
10,9,4,1,8,86,3,5,2,86.67
3,5,6,4,1,98,3,9,8,79.35
1,2,4,7,7,71,3,9,8,83.71
7,7,5,4,8,61,5,6,9,90.29
9,8,5,2,7,67,5,2,5,84.9
1,3,9,1,2,99,3,5,6,74.27
1,1,4,3,1,97,1,1,9,73.99
6,4,6,3,6,66,4,10,10,88.74
9,9,9,1,6,63,4,5,10,85.98
5,7,7,7,5,64,3,2,1,82.52
10,8,4,2,7,75,2,5,3,82.82
10,10,6,7,3,63,4,5,10,83.13
7,5,9,6,8,76,3,4,6,87.57
1,2,5,6,4,78,3,8,2,78.16
6,6,9,1,1,93,2,8,10,79.63
6,5,7,4,7,71,4,7,2,85.22
7,7,8,2,7,93,4,2,8,86.48
9,9,7,6,2,91,5,8,9,82.84
7,7,7,4,7,75,1,6,5,84.39
6,7,5,2,3,100,2,8,3,78.58
7,6,4,8,9,81,4,10,6,94.79
7,7,9,5,3,77,5,6,1,80.79
2,2,8,3,1,67,1,10,2,73.27
3,3,8,7,10,75,1,6,6,86.97
2,1,6,6,2,90,3,3,10,80.26
5,4,5,6,9,67,5,4,5,89.05
3,2,6,5,1,82,1,8,2,75.59
7,6,8,6,3,67,5,10,5,81.8
3,3,7,3,9,78,5,10,7,86.72
9,8,4,6,7,72,5,9,10,92.7
1,2,6,4,10,74,4,2,4,80.16
3,3,8,2,10,96,3,4,10,88
4,5,9,7,8,79,1,5,8,87.73
2,1,5,5,3,79,1,5,3,75.69
6,6,5,8,7,93,3,7,5,89.09
6,7,6,4,2,64,5,10,10,83.48
6,5,8,4,3,62,1,1,10,79.99
3,3,7,1,6,61,5,7,5,81.4
7,7,5,4,9,99,3,2,8,89.95
10,10,6,8,7,81,3,10,9,92.74
4,4,6,4,3,81,1,1,6,76.6
3,3,8,4,3,74,2,3,7,76.45
1,1,6,7,5,72,3,9,10,83.56
9,8,9,2,1,97,5,9,4,75.11
9,9,8,4,1,76,3,1,4,72.55
2,2,8,2,3,63,1,3,9,75.82
4,6,6,3,6,84,4,3,7,83.03
4,3,9,2,9,70,5,4,8,86.44
5,5,7,6,5,76,1,8,6,83.29
10,10,9,6,8,91,3,10,3,90.16
2,2,5,4,7,83,2,1,2,78.23
4,4,4,1,3,86,2,4,3,76.56
3,1,6,5,6,91,1,1,4,78.81
2,2,9,7,6,63,5,7,8,83.98
2,2,5,1,10,70,1,8,2,81.86
9,9,7,2,4,80,3,8,10,84.46
1,1,6,7,4,77,3,3,5,77.39
8,10,6,6,3,69,2,7,6,80.67
8,8,7,1,2,61,3,9,1,76.41
2,1,4,3,7,68,4,8,3,80.31
8,9,4,7,5,95,4,6,6,85.74
2,4,9,6,5,61,3,8,8,81.18
6,7,6,5,8,80,2,10,6,89.17
3,3,6,3,10,66,5,6,1,86.06
1,1,9,7,8,71,1,5,8,81.04
5,5,4,5,7,61,1,2,2,81.78
5,7,8,6,6,99,2,1,1,82.83
6,7,8,7,4,89,2,6,6,82.85
2,4,9,7,4,88,2,7,4,79.62
1,1,5,7,4,73,3,1,2,76.33
10,10,6,5,4,79,5,9,2,81.42
5,3,5,6,7,94,5,2,9,88.46
4,4,5,1,2,68,1,4,2,74.79
3,4,5,1,1,68,5,8,7,78.07
5,6,7,5,6,87,2,5,8,85.51
10,10,8,1,4,93,2,7,4,78.58
8,8,6,3,9,62,1,10,3,88.31
5,4,7,2,4,68,4,6,1,79.65
3,4,4,6,10,77,4,9,3,88
1,1,7,8,2,60,2,7,4,76.1
8,8,8,8,2,77,3,3,10,82.69
10,10,6,7,2,94,2,5,8,78.36
8,7,9,7,9,67,4,4,1,90.35
8,6,9,5,10,94,1,7,7,91.75
3,5,6,7,4,95,3,7,3,81.57
10,10,4,2,6,92,5,3,4,83.39
1,1,6,8,1,99,3,10,9,81.78
3,3,4,3,10,92,5,3,8,87.54
6,5,9,8,5,81,4,6,1,85.25
6,7,9,6,1,71,3,5,9,79.66
6,6,5,1,4,71,4,8,9,83.4
6,5,8,8,8,72,2,6,5,89.39
4,5,9,6,10,80,4,10,10,94.5
5,5,9,2,4,97,2,10,1,81.25
3,1,5,8,4,62,3,9,1,82.55
9,10,9,2,3,65,1,4,3,74.81
5,7,7,4,3,64,2,7,1,78.55
7,7,7,8,9,61,5,2,3,90.88
4,5,9,7,10,74,4,10,5,91.16
6,6,5,4,8,86,1,7,7,87.3
10,10,9,1,7,80,3,5,6,84.63
10,10,9,2,2,79,5,8,8,77.26
7,8,9,1,2,100,4,10,7,80.3
9,8,5,4,3,66,3,8,3,77.96
8,8,9,7,2,95,5,1,6,78.86
5,5,6,8,2,93,4,8,3,83.11
9,10,5,3,8,72,2,9,8,89.57
5,7,6,2,9,93,5,8,4,88.93
9,8,8,2,4,84,1,10,1,79.77
9,9,5,6,4,80,2,5,2,80.54
3,3,7,3,3,69,5,4,8,79.25
3,3,8,3,5,94,4,4,9,82.49
2,3,5,2,1,91,3,2,7,74.56
4,2,6,1,10,64,3,4,1,85.76
2,2,7,6,9,81,4,2,9,85.74
5,5,6,8,8,70,3,9,10,94.45
3,2,6,5,9,92,3,1,1,83.92
9,9,5,2,3,72,4,6,4,77.48
2,4,4,1,1,79,2,6,7,75.07
8,8,7,8,6,90,1,2,5,85.7
1,2,8,5,7,65,4,5,9,81.78
7,7,9,3,6,97,2,9,1,83.9
5,7,7,5,1,86,2,9,4,77.44
9,9,4,6,3,87,5,10,2,82.08
5,5,7,4,1,81,5,7,6,78.58
6,7,4,1,3,72,1,8,3,78.1
8,10,5,3,10,69,5,6,1,91.62
9,9,5,5,1,89,5,7,8,79.11
7,6,8,5,2,68,3,10,4,78.22
6,6,8,7,6,89,3,4,6,85.99
1,1,7,4,10,78,2,8,10,85.09
1,2,6,8,3,87,1,4,10,81.09
5,7,6,6,8,97,5,8,8,91.69
2,3,6,6,5,87,1,6,2,78.84
8,10,7,7,3,98,2,2,4,79.97
10,10,5,3,5,69,3,7,10,84.83
2,2,4,6,10,64,2,4,7,84.19
8,8,4,8,5,72,3,3,4,84.12
2,1,7,6,3,77,3,1,2,75.84
4,5,4,5,3,81,5,5,8,82.19
9,8,4,1,3,63,1,1,1,74.7
4,4,4,4,1,92,4,8,5,77.42
5,6,8,6,6,83,3,10,3,85.99
6,7,9,7,4,75,3,1,8,82.7
2,2,6,1,8,68,4,9,5,82.47
6,8,5,7,1,81,3,7,1,79.05
3,3,8,6,6,60,3,1,4,79.71
6,5,9,8,4,88,2,10,6,84.46
10,9,6,1,9,82,2,2,6,87.81
5,4,8,7,2,79,1,2,2,77.3
5,5,8,5,10,98,2,7,5,89.53
4,4,5,6,2,96,5,6,3,80.12
10,10,5,5,5,73,5,6,10,86.79
2,2,5,5,6,81,1,8,1,79.99
5,6,7,3,3,100,1,7,1,78.07
