"","tiempo_respuesta","satisfaccion_cliente","numero_quejas","capacitacion_empleado","experiencia_empleado","disponibilidad_servicio","tiempo_respuesta_2","satisfaccion_2","indice_servicio","eficiencia_operativa","clima","dia_semana","calidad_servicio"
"1294",9.62,6.9,2.85,3.91,7.08,10.57,8.95,6.37,8.38,-1.13,18.25,4,112.24
"1295",10.37,7.06,2.97,7,9.95,7.6,11.22,6.33,7.35,0.81,21.87,4,109.54
"1296",10.33,6.94,9.61,3.84,11.09,9.2,10.53,6.57,7.87,1.06,31.07,1,101.69
"1297",11.55,7.24,3.59,3.32,9.36,8.87,11.69,6.09,8.45,-0.16,25.63,7,99.18
"1298",8.4,6.85,-0.03,3.39,6.8,7.76,8.66,6.24,7.71,0.3,16.93,6,107.83
"1299",11.93,8.29,3.13,4.64,10.76,10.4,12.23,7.69,9.47,-0.05,24.2,4,115.35
"1300",11,5.46,2.99,3.32,5.14,7.61,10.97,5.27,6.1,-2.73,23.79,7,78.7
"1301",6.93,7.71,8.19,6.39,7.63,7.4,7.07,7.23,6.87,2.87,15.59,7,103.35
"1302",7.37,7.55,4.2,7,10.84,10.33,7.58,7.31,8.77,2.54,26.28,1,129.51
"1303",13.1,6.4,3.34,5.46,7.18,11.28,12.91,5.81,8.98,-1.91,22.29,2,106.75
"1304",10.36,6.1,4.29,6.36,9.8,8.14,10.59,5.74,6.55,1.18,31.7,1,109.36
"1305",9.37,7,7.92,6.84,13.7,9.1,8.74,7.06,8.33,4.25,32.32,4,117.12
"1306",10.5,7.37,5.07,4.94,5.91,10.19,10.35,6.84,8.48,-0.69,23.01,7,100.7
"1307",7.35,8.01,5.73,5.91,6.65,10.64,8.31,7.69,9.81,1.31,34.36,1,111.9
"1308",9.47,6.8,4.39,3.51,7.26,12.13,9.39,5.89,10.07,-0.22,23.78,5,112.58
"1309",11.39,7.67,5.42,7.26,7.17,7.33,11.46,6.58,6.89,-2.56,20.96,2,97.87
"1310",8.95,5.63,7.33,7.67,9.69,8.1,8.6,5.39,7.35,0.37,20.56,6,99.91
"1311",8.66,6,4.37,7.06,6.48,8.37,8.51,5.31,7.27,0.08,28.58,5,93.24
"1312",8.44,6.41,4.15,5.76,7.57,8.99,7.7,5.58,7.66,0.94,22.62,3,107.21
"1313",12.84,6.75,4.27,8.2,6.79,8.47,13.01,5.59,7.44,-2.21,19.61,7,96.8
"1314",10.96,6.9,4.55,6.32,6.65,7.99,10.08,6.09,6.65,-1.67,29.05,1,92.77
"1315",7,6.37,5.43,8.54,7.42,8.81,7.22,5.42,7.09,0.92,18.63,7,109.44
"1316",8.63,7.37,5.26,8.8,7.34,8.68,8.67,6.36,7.79,0.4,27.37,1,108.27
"1317",5.96,8.26,5.97,4.78,6.54,9.34,6.23,8.09,8.44,1.22,25.38,6,115.48
"1318",10.04,6.29,2.74,5.29,9.57,6.72,10.33,6.1,6.5,1.06,33.25,6,104.78
"1319",10.5,6.51,2.91,6.12,5.1,8.71,10.64,5.56,7,-2.76,19.15,6,101.32
"1320",9.44,5.09,8.12,6.68,5.2,10.07,9.75,4.51,7.45,-1.93,28.5,2,83.59
"1321",7.75,6.61,5.17,9.54,11.12,8.02,8.09,5.89,7.72,2.4,27.47,3,118.34
"1322",6.45,7.6,6.84,4.15,7.71,9.81,6.28,6.85,8.95,1.42,29.57,6,113.44
"1323",8.89,6.35,9.69,6.9,9.86,8.5,9.12,5.82,8.07,1.31,29.78,1,100.72
"1324",5.31,5.57,8.64,1.96,5.82,9.25,4.94,5.14,6.91,0.57,29.72,5,83.59
"1325",11.98,5.69,6.22,7.68,9.03,9.13,12.16,4.57,7.34,0.17,13.12,1,97.11
"1326",8.59,7.63,6.71,3.9,10.06,10.48,8.4,7.08,8.46,1.96,22.24,4,112.18
"1327",4.63,8.13,4.29,4.37,6.41,9.36,4.64,7.23,9.05,1.19,26.01,7,111.2
"1328",12.05,6.2,3.34,3.78,5.71,8.88,12.14,5.57,7.82,-2.04,26.81,3,90.34
"1329",10.68,7.84,3.89,4.93,7.72,10.1,11.07,7.43,8.62,-0.66,39.39,3,112.05
"1330",4.49,6.31,4.51,4.58,9,9.02,3.67,5.57,7.98,2.5,23.69,4,110.16
"1331",9.44,6.08,4.18,6.89,4.5,10.15,8.67,5.5,7.81,-2.28,21.6,6,97.38
"1332",7.92,8.09,3.06,6.36,9.14,9,7.64,7.33,9.47,1.83,21.08,7,122.76
"1333",12.65,8.31,6.73,6.68,8.07,9.69,12.71,6.98,9.56,-1.54,15.14,7,101.8
"1334",13.8,6.82,5.12,6.53,7.44,9.55,13.57,6.12,8.08,-2.04,28.71,7,101.47
"1335",10.29,5.66,8.72,4.09,6.62,8.19,10.64,5.45,6.38,-0.37,21.49,7,75.16
"1336",11.98,7.15,4.13,7.06,6.25,10,11.94,6.56,8.62,-3.66,24.02,2,110.64
"1337",12.94,5.69,4.76,6.62,8.76,7.55,13.47,4.27,5.89,-1.49,21.72,2,88.83
"1338",9.1,7.22,4.97,7.14,6.16,9.12,9.08,6.05,8.43,-1.34,20.8,5,107.75
"1339",10.97,8.21,9.27,5.69,8.9,8.99,11.28,7.7,9.07,0.53,32.76,6,98.08
"1340",9.5,6.79,6.64,7.54,6.36,10.79,8.87,5.65,8.36,-1.05,29.77,7,107.72
"1341",8.79,6.86,5.98,5.78,6.42,7.71,9.3,5.9,7.14,-1.16,22.15,3,103.56
"1342",10.74,5.09,7.39,6.73,6.87,9.92,10.52,4.37,7.26,-0.64,22.24,1,93.66
"1343",9.46,6.41,9.02,5.5,10.65,7.01,10.49,5.83,6.52,1.77,21.87,3,99.94
"1344",11.77,8.45,5.88,9.78,9.08,9.63,11.66,7.71,9.52,-0.24,25.35,1,111.13
"1345",9.24,5.58,8.4,4.86,7.94,9.76,8.81,5.03,7.68,-0.37,42.91,6,85.77
"1346",7.97,7.33,8.16,6.8,7.56,8.98,8.27,6.44,7.8,0.47,20.06,3,107.91
"1347",11.01,6.15,5.77,4.69,6.67,11.41,11.22,5.1,8.06,-0.83,21.1,7,100.08
"1348",11.75,5.98,5.73,2.97,7.19,8.78,10.74,5.44,7.57,-1.8,31.06,3,85.45
"1349",6.95,8.46,7.43,5.53,4.85,9.18,6.74,7.14,9.44,-0.95,27.24,3,106.13
"1350",7.24,4.86,4.97,7.73,6.62,7.96,7.97,4.32,5.41,0.55,25.8,5,99.93
"1351",10.2,8.66,7.19,5.77,10.72,7.99,10.81,7.61,7.68,1.66,23.73,4,110.72
"1352",10.26,5.7,5.49,5.97,9.98,7.84,9.61,4.52,6.93,1.45,26.2,3,97.69
"1353",8.83,5.53,5.12,5.48,6.89,9.95,8.94,4.72,8.2,-1.09,19.7,3,98.41
"1354",12.97,7.29,5.54,5.55,7.91,10.46,13.29,6.62,9.14,-2.2,13.12,4,100.21
"1355",6.7,7.13,2.39,5.94,6.77,9.07,7.58,6.06,8.97,0.16,25.27,3,107.4
"1356",7.04,6.1,5.64,3.88,5.34,9.32,7.23,5.61,7.3,-0.94,29.19,5,95.58
"1357",9.23,5.71,4.15,7.33,7.81,10.07,10.17,5.61,8,-0.05,31.06,7,103.45
"1358",10.34,5.99,2.47,5.61,7.96,7.65,10.45,5.64,8.28,-1.53,27.68,5,97.84
"1359",7.72,8.12,1.51,2.55,6.46,7.79,7.6,7.07,8.11,-0.01,23.42,3,101.3
"1360",12.05,6.85,1.59,6.89,13.85,8.56,11.69,5.7,8.29,2.11,31.65,3,119.04
"1361",9.35,8.42,1.75,7.63,6.96,9.09,8.88,7.23,8.04,-0.03,22.22,1,111.46
"1362",7.72,7.7,4.72,5.94,9.59,8,7.73,7.67,6.97,1.9,26.83,3,110.85
"1363",7.98,7.46,5.32,7.56,9.92,9.79,8.18,6.24,8.19,2.86,22.42,5,124.06
"1364",8.18,8.1,1.17,5.71,5.65,7.9,8.01,6.84,8.19,-0.52,27.22,7,105.91
"1365",10.77,6.36,4.52,6.5,5.94,8.68,10.54,6.35,7.26,-1.81,26.43,3,96.2
"1366",7.9,7.7,4.78,5.23,7.72,9.19,8.48,6.79,8.34,1.52,24.31,7,108.45
"1367",10.02,7.81,4.47,5.53,11.78,10.19,10.18,6.61,9.21,2.52,22.39,7,120.31
"1368",7.43,6.31,5.07,5.87,8.06,8.48,7.58,5.54,7.31,1.21,24.44,5,102.37
"1369",10,9.25,7.01,4.55,7.57,10.36,10.18,8.38,8.56,-0.21,34.88,6,109.34
"1370",10.31,7.73,7.6,4.11,8.52,8.16,10.39,6.89,7.89,-0.38,18.79,5,95.4
"1371",12.54,7.22,3.63,3.6,7.87,10.74,12.37,6.24,9.31,-1.16,25.81,2,101.61
"1372",9.78,7.39,8.47,4.79,9.55,9.35,10.28,6.55,8.7,1.26,34.2,2,96.81
"1373",11.59,7.2,8.52,4.5,11.79,8.85,11.71,6,8.11,1.99,25.51,1,101.42
"1374",6.51,8.44,4.77,5.47,9.82,8.51,5.92,7.4,8.72,1.85,30.81,1,121.69
"1375",10.65,6.58,2.71,6.14,9.38,10.28,11.04,5.02,8.64,0.17,32.09,1,107.19
"1376",9.94,7.66,4.75,6.37,11.9,10.35,10.15,7.13,9.04,2.19,34.62,4,125.92
"1377",12.68,6.09,4.39,6.28,6.25,9.17,11.81,5.7,7.01,-3.26,34,3,97
"1378",7.07,4.76,5.8,6.02,5.36,9.76,6.99,4.24,7.75,0.78,23.76,1,98.69
"1379",11.53,5.75,3.91,7.71,6.34,8.19,11.83,5.17,6.39,-1.84,20.48,7,89.75
"1380",9.18,8.33,3.87,5.73,7.64,10.37,8.73,8.1,9.28,0.67,26.8,1,124.79
"1381",10.06,8.08,2.93,6.17,7.28,7.32,9.43,7.3,7.29,-0.78,17.29,2,103.08
"1382",9.94,6.75,3.78,4.11,9.75,9.83,10.26,6.16,7.71,0.42,16.89,6,103.73
"1383",10.47,7.28,4.16,8.18,7.03,10.85,10.81,7.2,8.79,-1.01,34.58,1,115.02
"1384",8.77,5.47,4.8,5.59,7.22,8.15,9.07,4.62,6.46,-0.13,20.61,1,102.71
"1385",10.58,6.97,8.93,5.9,7.53,9.68,11.02,6.02,8.57,-0.45,29.69,6,96.46
"1386",10.78,7.1,7,7.58,8.35,8.4,11.1,6.4,7.47,-0.35,19.61,7,103.5
"1387",9.53,6.16,2.67,5.86,8.04,8.54,9.15,5.17,7.22,-0.11,29.95,3,101.95
"1388",9.2,7.2,4.6,3.07,3.38,8.98,9.12,6.88,7.32,-2.95,30.88,5,84.7
"1389",14.06,6.5,7.07,2.52,7.26,9.03,14.2,5.91,8.47,-2.58,20.68,3,72.75
"1390",7.7,6.85,6.96,6.1,9.73,9.99,7.15,6,8.86,2.67,30.3,4,116.54
"1391",9.47,6.28,4.05,3.65,11,8.19,10.02,5.91,7.91,2.48,32.53,4,101.18
"1392",11.17,7.12,3.11,7.22,5.68,8.13,11.3,6.44,8.22,-1.9,23.98,4,99
"1393",10.33,8.04,4.6,5.5,7.67,11.45,9.88,7.19,9.78,-0.1,34.32,4,113.88
"1394",12.6,7.58,3.35,5.57,5.42,9.37,12.49,6.65,8.66,-2.19,28.19,6,98.05
"1395",10.88,6.62,7.69,4.41,6.72,8.42,10.71,6.6,7.06,-1.25,21.98,6,86.86
"1396",11.45,7.32,3.19,8.09,13.61,8.23,11.25,6.67,7.63,2.26,27.52,4,122.17
"1397",11.91,6.52,4.15,6.24,9.52,9.57,11.47,5.7,7.52,-1.21,24.67,3,107.4
"1398",6.99,5.26,5.28,5.92,11.78,8.86,7.43,5.15,7.65,3.39,33.23,5,110.87
"1399",9.86,5.15,3.37,7.96,8.1,7.55,8.93,4.39,6.52,-0.47,18.88,4,100.46
"1400",11.28,5.51,7.38,5.05,9.25,8.83,11.09,4.69,8.04,0.1,21.18,3,87.69
"1401",13.18,7.48,2.83,5.57,9.46,7.11,13.39,6.69,7.22,-0.85,26.45,5,96.55
"1402",6.09,8.28,3.11,4.3,4.79,8.35,6.02,7.05,8.28,0.01,26.2,6,107.7
"1403",8.02,6.9,5.6,6.61,6.53,7.77,7.51,6.39,7.44,-0.26,19.57,3,102.51
"1404",11.98,6.24,4.65,5.68,7.35,9.64,11.56,5.51,7.14,-1.36,23.97,3,105.29
"1405",11.98,7.94,2.27,5.03,8.72,9.9,12.43,7.24,8.59,-0.78,26.36,7,111.36
"1406",8.96,7.34,2.65,4.71,8,6.72,8.93,6.42,6.55,0.14,28.39,2,103.17
"1407",6.74,8.74,3.01,8.8,6.85,9.83,6.41,8.1,8.04,0.16,28.83,4,130.22
"1408",8.04,7.52,4.03,7.01,9.97,7.96,7.86,6.4,7.6,1.75,22.51,1,113.5
"1409",12.92,7.64,5.14,5.86,5.02,10.37,12.81,7.37,9.32,-3.75,23.81,5,94.94
"1410",5.49,8.12,5.92,6.7,8.36,8.83,5.02,7.4,8.93,2.61,17.98,1,116.9
"1411",9.36,7.88,5.63,7.31,10.46,8.36,8.87,7.12,8.15,1.58,32.3,5,118.14
"1412",11.12,5.99,6.86,4.85,6.68,7.91,10.88,5.15,6.57,-1.39,16.29,4,87.1
"1413",9.74,8.25,5.51,6.2,10.02,8.07,9.57,7.25,8.55,1.35,18.58,1,112.08
"1414",9.92,6.84,3.87,5.96,10.56,9.07,9.28,6.64,8.55,1.54,22.92,5,114.95
"1415",13.24,8.14,4.09,8.43,6.89,10.24,13.52,7.5,8.78,-1.95,27.12,1,102.06
"1416",9.24,7.63,1.85,7.1,8.86,10.59,8.02,6.63,10.52,0.9,14.5,2,128.71
"1417",10.49,6.75,6.67,5.09,9.4,7.25,10.81,5.99,7.78,1.31,29.48,1,95.07
"1418",9.08,7.35,6.05,8.02,5.09,8.43,9.02,6.56,7.73,-1.3,23.58,3,98.05
"1419",11.01,6.82,7.8,4.99,8.18,7.94,10.39,6.14,7.18,0.21,23.59,3,81.61
"1420",9.21,8.19,1.41,6.15,7.93,9.92,9.6,7.06,9.58,0.18,29.86,7,120.32
"1421",10.69,6.41,7.43,6.79,7.01,7.33,10.9,5.58,6.82,-1.36,29.9,4,84.11
"1422",9.77,7.74,4.61,2.3,6.27,7.8,8.79,7.29,8.23,-1.07,22.26,5,88.81
"1423",14.76,4.7,7.19,6.13,4.99,8.47,15.37,3.81,6.68,-4.27,26.28,7,76.6
"1424",13.41,6.19,5.69,3.07,12.94,8.43,14.31,5.49,7.04,1.37,28.8,3,98.71
"1425",8.75,6.73,2.08,4.88,8.64,9.61,9.01,6.11,7.47,1.1,11.47,3,113.29
"1426",8.9,5.7,3.66,4.35,8.03,10.12,8.96,5.73,8.14,1.15,29.68,4,101.64
"1427",7.16,8.33,2.43,5.39,9.57,10.01,7.61,7.18,9.28,1.23,20.76,7,118.96
"1428",7.84,6.37,4.67,5.43,9.91,9.56,7.83,5.86,8.18,1.47,21.05,4,118.65
"1429",6.06,5.25,2.13,6.58,7.22,9.24,5.58,5.51,7.89,1.14,22.77,3,119.59
"1430",11.29,6.29,3.47,7.32,7.17,8.64,11.85,5.5,6.73,-1.55,29.1,3,101.86
"1431",8.07,8,4.52,8.34,5.37,7.63,7.81,6.8,8.07,-0.04,18.76,5,107.6
"1432",9.75,5.18,3.54,6.47,11.19,8.72,9.7,4.61,6.91,1.79,21.55,7,110
"1433",13.55,6.44,5.81,7.3,9.86,7.09,13.75,6.12,6.96,-1,26.58,4,88.8
"1434",11.31,7.55,9.88,6.19,9.95,9.22,11.21,6.83,9.56,0.83,32.2,6,94.48
"1435",7.41,5.64,6.85,5.2,7.38,9.52,7.98,5.01,7.48,1.01,27.17,6,97.96
"1436",8.31,7.28,2.22,6.27,10.11,8.99,8,6.55,7.5,2.01,24.29,5,121.51
"1437",6.29,7.28,8.73,4.1,4.8,6.73,6.85,6.99,6.84,-0.43,11.88,5,85.88
"1438",7.57,7.35,2.13,5.88,5.67,7.72,7.15,6.88,7.95,-0.19,25.42,6,112.39
"1439",12.97,8.32,2.6,6.18,6.86,7.52,12.27,7.61,7.48,-3.06,26.62,5,97.95
"1440",10.92,6.6,6.58,5.97,6.59,9.28,11.17,5.92,7.68,-1,10.5,6,92.58
"1441",7.24,6.59,7.54,6.49,9.68,8.33,7.38,6.46,7.35,1.19,27.23,1,112.3
"1442",11.21,6.27,5.77,9.63,9.58,9.31,11.14,5.15,7.69,0.9,16.61,5,111.55
"1443",11.47,8.34,5.66,4.95,7.99,9.75,11.79,7.37,9.32,-1.27,30.4,3,106.93
"1444",7.81,6.29,7.18,5.42,6.86,9.69,8.19,5.42,8.45,0.36,18.75,1,107.12
"1445",9.7,7.78,6.2,8.31,7.84,8.12,9.71,7.23,7.8,-0.08,24.67,5,111.46
"1446",10.22,7.26,6.61,7.47,12.66,8.39,9.85,6.91,7.68,2.45,21.52,4,117.71
"1447",10.68,7.12,7.54,6.64,6.14,8.86,10.42,6.18,7.6,-1.03,27.79,3,87.72
"1448",11.6,9.25,5.83,6.92,11.36,8.03,11.95,8.15,8.8,1.13,20.86,6,112.88
"1449",11.07,7.46,6.79,6.24,9.14,8.42,10.69,6.71,8.16,0.43,26.05,3,95
"1450",10.09,6.5,6.51,6.03,9.65,8.78,10.37,5.95,7.37,1.28,23.31,7,104.99
"1451",15.29,5.21,1.42,7.08,8.66,8.86,15.5,4.44,7.72,-2.33,21.7,4,95.25
"1452",9.86,6.86,6.6,3.27,3.26,9.76,9.85,6.33,8.69,-2.37,26.21,1,91.93
"1453",6.54,9.23,5.78,6.15,10.88,10.42,6.6,8.31,9.77,3.57,18.28,2,143.68
"1454",8.13,5.15,3.79,5.77,8.33,9.03,8.16,4.71,7.44,0.03,17.67,2,110.4
"1455",9.24,8.42,6.07,3.65,11.15,8.53,8.75,7.72,9.15,2.54,20.71,7,113.62
"1456",11.73,7.75,4.47,6.39,9.13,7.91,11.77,7.14,7.97,-0.68,28.75,1,105.13
"1457",7.14,5.84,4.84,7.7,6.28,10.6,7.65,5.16,8.65,0.27,15.4,3,111.94
"1458",7.28,7.41,5.3,7.37,7.76,10.06,6.82,6.62,8.89,1.08,35.25,6,118.4
"1459",9.43,9.9,5.93,7.36,8.85,8.16,9.96,8.6,9.56,0.62,23.6,1,111.06
"1460",11.23,7.43,1.33,4.85,5.93,8.63,11.69,6.58,7.69,-2.01,22.31,2,101.86
"1461",11.5,9.16,8.02,7.94,6.95,9.9,10.61,8.24,9.42,-1.16,18.56,1,105.61
"1462",9.33,5.6,6.94,4.88,8.04,8.12,8.65,4.85,7.09,0.36,9.55,1,99.05
"1463",8.22,6.8,6.58,5.54,9.42,10.4,8.36,6.12,8.9,1.9,22.44,2,115.48
"1464",14.39,6.69,5.57,3.86,7.2,8.88,15,6.75,8.21,-3.42,27.1,1,83.36
"1465",10.92,8.02,6.66,5.3,7.63,9.59,11.15,7.19,8.77,-0.53,26.97,6,98.48
"1466",10.19,6.57,5.23,6.84,9.79,10.04,10.51,6.27,8.95,0.73,21,1,118.18
"1467",11.16,8.39,5.6,8.68,3.03,9.98,11.11,8.01,9.53,-4.55,32.83,3,96.1
"1468",8.5,6.41,6.44,5.97,9.21,9.7,7.93,5.79,8.69,1.7,18.62,3,111.35
"1469",10.45,6.94,1.88,4.68,7.25,9.75,11.09,6.54,7.63,-1.3,23.36,5,102.03
"1470",10.94,8.01,7.56,5.98,8.54,8.84,10.42,7.38,8.1,0.53,20.15,3,97.09
"1471",8.55,8.55,2.05,6.34,7.81,9.61,8.81,7.3,9.61,0.03,9.7,5,124.75
"1472",9.48,6.9,0,5.75,11.5,9.34,9.39,6.23,8.18,2.06,24.34,6,123.64
"1473",11.13,5.4,6.94,7.52,8.46,9,11.65,5.34,6.67,-1.8,25.41,1,96.93
"1474",6.87,6.16,3.92,6.03,8.9,9.18,6.86,6.11,7.98,1.08,28.02,3,123.96
"1475",12.3,7.4,6.77,5.87,11.78,7.67,12.4,6.7,7.75,-0.01,28.37,4,92.47
"1476",9.62,6.49,3,5.21,6.19,9.59,9.48,5.07,8.37,-1.57,16.52,4,104.43
"1477",8.83,8.83,3.7,5.86,6.18,10.6,8.57,8.14,9.29,-0.1,29.62,1,115.88
"1478",8.47,8.82,3.36,7.37,4.19,10.09,8.21,8.41,10.27,-1.85,19.72,7,105.79
"1479",13.15,5.85,5.6,5.31,3.87,10.77,13.1,5.54,8.94,-4.21,37.93,2,88.37
"1480",9.27,5.24,6.5,6.26,9.99,9.17,9.63,4.64,7.36,1.76,27.67,2,101.54
"1481",10.09,6.23,11.85,3.11,9.32,9.75,9.64,5.07,7.82,0.21,15.63,3,79.81
"1482",8.79,6.64,6.26,4.92,9.94,9.25,9.29,6.03,8.02,2.19,23.57,7,105.41
"1483",8.16,5.34,8.07,5.69,9.27,8.71,8.89,4.92,7.7,1.52,26.24,3,95.88
"1484",11.16,5.33,9.77,6.64,7.86,7.43,10.93,4.89,6.35,-0.71,21.44,4,85.88
"1485",9.86,7.15,7.24,5.53,5.47,8.55,8.81,6.09,8.37,-1.89,18.92,2,83.1
"1486",10.37,5.92,5.96,5.3,5.44,8.69,9.79,5.12,7.35,-2.51,27.5,5,92.59
"1487",8.64,7.09,5.94,5.9,6.36,9.8,8.29,6.85,8.68,-0.08,21.46,3,105.07
"1488",11.98,6.41,4.48,5.1,8.08,7.71,12.05,6,7.3,-1.85,21.78,5,87.99
"1489",11.05,7.42,8.32,6.96,7.08,10.67,11.26,6.36,8.84,-1.75,20.05,4,93.4
"1490",10.83,7.6,7.58,2.96,7.84,10.48,11.66,6.7,8.57,-0.84,20.04,3,99.21
"1491",10.89,7.73,1.05,5.53,9.33,8.49,10.32,6.87,8.02,-0.33,26.76,4,110.78
"1492",12.44,6.1,3.21,8.15,8.06,8.97,13.19,4.86,7.96,-1.62,19.51,6,99.6
"1493",11.59,8.8,4.71,5.56,9.91,11.96,12.15,8.38,10.75,0.37,20.32,2,119.01
"1494",8.98,5.34,1.25,8.68,10.96,6.85,9.54,5,6.47,1.67,24.38,4,116.54
"1495",10.77,7.15,4.02,7.71,9.17,9.59,10.17,6.89,8.3,0.51,21.64,6,110.67
"1496",10.07,6.13,6.98,4.9,9.86,7.82,10.19,5.69,6.8,0.47,14.83,4,96.8
"1497",13.53,6.46,4.69,6.83,5.24,8.26,13.77,5.46,7.32,-3.09,31.75,2,88.94
"1498",7.39,6.42,8.15,6.15,7.15,9.96,7.04,5.97,7.06,0.07,33.81,4,107.59
"1499",10.53,8.25,5.37,6.76,6.8,9.44,10.48,6.99,9.03,-1.27,26.28,4,101.54
"1500",8.4,6.12,7.55,6.47,8.35,8,8.62,4.98,7.33,0.92,34.46,3,95.79
"1501",6.5,7.63,0.96,4.09,10.66,10.84,6.27,7.36,9.74,3.44,27.78,1,136.78
"1502",9.04,7.44,5.15,5.53,10.06,7.88,9.08,6.03,7.49,1.27,21.28,7,103.64
"1503",7.98,8.85,5.67,6.91,11.59,8.5,9.3,7.59,8.16,2.45,25.79,3,124.8
"1504",10.1,7.87,6.1,5.88,8.5,9.32,9.58,6.99,8.92,-0.26,20.23,3,109.48
"1505",10.79,4.84,4.87,6.03,8.88,8.72,10.98,4.3,6.52,0.21,17.72,3,101.96
"1506",10.2,7.81,6.2,7.91,7.34,9.17,10.53,7.01,8.94,0.05,11.08,4,102.91
"1507",9.99,8.19,3.55,6.29,6.67,9.71,9.63,7.26,9.45,-1.69,37.21,6,111.57
"1508",11.38,6.13,7.01,3.78,9.9,9.14,11.69,4.99,7.63,-0.4,19.51,4,97.72
"1509",9.04,7.77,4.02,6.73,8.49,9.74,9.31,7.41,8.21,0.07,20.29,2,115.29
"1510",4.61,5.17,8.63,7.38,12.23,7.39,3.78,4.65,6.52,5.16,29.92,4,121.58
"1511",12.25,6.6,5.21,7.23,12.57,9.06,12.86,6.23,7.27,1.14,28.94,5,114.35
"1512",9.77,7.08,4.63,5.19,7.8,7.72,9.03,6.87,8.45,-0.22,20.1,1,101.42
"1513",11.47,7.42,5.28,6.77,8.06,8.64,11.53,6.82,7.72,-1.73,31.89,5,102.09
"1514",11.08,7.47,5.6,6.51,5.79,9.95,11.07,6.91,8.2,-2.4,23.69,6,98.78
"1515",9.72,7.93,2.27,5.81,6.24,7.13,9.96,7.11,7.42,-1.02,22.19,5,106.15
"1516",11.33,6.36,6.14,8.59,9.08,11.12,11.46,5.9,7.96,-0.84,25.02,7,105.68
"1517",7.43,5.75,10.07,5.94,9.22,7.84,7.28,5.55,6.77,1.83,24.99,4,95.19
"1518",10.97,7.77,3.93,7.14,9.38,8.56,10.69,7.52,8.35,0.21,17.39,1,110.86
"1519",12.54,6.96,6.6,4.81,7.99,8.97,12.88,6.63,8.57,-2.86,23.01,3,89.53
"1520",13.06,6.13,6.3,6.56,8.39,9.95,13.02,5.28,8.1,-0.87,31.71,4,99.4
"1521",9.05,8.07,2.04,4.34,7.09,8.49,8.73,7.24,8.53,-0.57,19.96,7,113.53
"1522",9.41,6.78,4.07,5.59,10.27,9.09,10.15,6.17,8.32,0.81,37.26,7,117.26
"1523",12.14,7.58,5.98,2.88,9.15,8.86,11.95,6.65,8.65,-0.33,24.27,4,93.37
"1524",8.92,6.76,5.8,5.2,7.01,9.66,8.66,6.24,7.21,-0.2,23.65,6,93.21
"1525",11.09,7.88,7.07,5.31,8.71,9.89,11.11,6.99,9.3,-1.24,26.79,4,101.52
"1526",9.53,8.09,5.98,4.05,6.69,10.28,8.99,7.18,9.7,-0.54,28.64,5,93.23
"1527",8.63,6.35,5.51,7.94,10.43,7.31,8.54,5.39,6.66,1.86,21.79,7,113.05
"1528",10.12,6.91,6.62,5.38,9.92,9.64,10.24,6.2,8.51,0.88,24.3,3,111.34
"1529",9.7,7.85,5.26,4.56,4.52,9.2,9.51,6.95,8.57,-1.56,27.82,5,94.19
"1530",9.17,7.7,3.88,7.6,9.36,9.05,9.15,6.87,8.72,0.89,20.31,6,116.59
"1531",8.83,7.15,1.44,6.2,13.51,8.11,8.72,6.58,7.59,3.65,22.64,3,129.97
"1532",11.4,6.7,3.92,5.18,10.53,8.46,11.26,5.9,7.75,-0.09,24.9,3,103.2
"1533",13.56,7.76,8.44,3.21,4.76,8.48,13.88,6.56,7.67,-3.58,32.91,6,70.99
"1534",9.21,5.94,7.31,7.25,6.39,9.73,9.87,5.73,8.34,-0.08,24.95,7,103.23
"1535",7.63,5.86,2.03,6.02,7.6,8.21,7.58,5.04,7.98,0.6,28.5,4,107.91
"1536",8.2,5.48,6.69,6.06,8.51,9.63,8.9,5.04,5.92,0.52,19.08,1,108.85
"1537",10.4,7.8,3.97,8.02,8.69,8.29,10.25,7.48,8.28,0.18,33.94,7,110.29
"1538",10.03,8.86,5.51,6.88,7.53,8.6,10.09,8.08,9.97,-0.63,10.69,1,106.72
"1539",7.84,7.41,3.74,7.19,10.84,10.04,7.52,5.88,8.41,2.08,17.68,7,121.66
"1540",10.45,8.34,2.24,6.3,7.06,10.36,10.69,7.84,9.59,-1.42,18.41,7,112.8
"1541",9.8,7.96,6.19,4.97,7.49,10.54,10.05,7.43,8.92,-1.07,32.17,3,101.71
"1542",10.63,6.22,4.15,5.08,12.05,9.13,11.06,5.47,9.15,1.66,22.54,5,105.66
"1543",9.78,7.15,6.19,5.91,5.99,8.37,9.58,6.04,7.4,-0.89,25.45,3,95.73
"1544",7.07,5.81,5.34,7.23,9.6,9.08,7.11,4.99,7.75,2.34,21.07,3,108.4
"1545",12.76,7.96,7.08,7.76,5.51,7.56,12.78,7.28,8.28,-3.39,27.48,4,87.69
"1546",12.74,7.86,2.16,6.73,8.49,6.96,13.31,7.33,7.32,-1.71,33.77,1,99.71
"1547",10.08,7.34,9.46,5.47,8.76,8.94,10.18,6.74,7.51,0.51,24.71,3,98.75
"1548",13.11,6.87,5.14,5.93,6.04,7.97,13.28,6.08,7.17,-2.04,27.35,1,85.12
