fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,indice_alcohol_acidez,balance_azucar_acidez,indice_mineralidad,potencial_alcoholico,relacion_SO2,alcohol_2,density_2,sugar_2,acidez_2,alcohol_sulphates,density_sugar,acidez_pH,alcohol_acidez_volatil,quality
7.2,0.14,0.35,1.2,0.036,15.0,73.0,0.9938,3.46,0.39,9.9,1.375,8.0,0.426,9.8386,0.2027,98.01,0.9876,1.44,51.84,3.861,1.1926,24.912,1.386,5
6.9,0.31,0.34,7.4,0.059,36.0,174.0,0.9963,3.46,0.62,11.1,1.6087,23.125,0.679,11.0589,0.2057,123.21,0.9926,54.76,47.61,6.882,7.3726,23.874,3.441,7
7.5,0.28,0.34,4.2,0.028,36.0,116.0,0.991,2.99,0.41,12.3,1.64,14.4828,0.438,12.1893,0.3077,151.29,0.9821,17.64,56.25,5.043,4.1622,22.425,3.444,8
8.0,0.22,0.42,14.6,0.044,45.0,163.0,1.0003,3.21,0.69,8.6,1.075,63.4783,0.734,8.6026,0.2744,73.96,1.0006,213.16,64.0,5.934,14.6044,25.68,1.892,7
7.6,0.31,0.29,10.5,0.04,21.0,145.0,0.9966,3.04,0.35,9.4,1.2368,32.8125,0.39,9.368,0.1438,88.36,0.9932,110.25,57.76,3.29,10.4643,23.104,2.914,5
8.4,0.35,0.56,13.8,0.048,55.0,190.0,0.9993,3.07,0.58,9.4,1.119,38.3333,0.628,9.3934,0.288,88.36,0.9986,190.44,70.56,5.452,13.7903,25.788,3.29,6
8.0,0.22,0.42,14.6,0.044,45.0,163.0,1.0003,3.21,0.69,8.6,1.075,63.4783,0.734,8.6026,0.2744,73.96,1.0006,213.16,64.0,5.934,14.6044,25.68,1.892,7
8.1,0.5,0.47,1.1,0.037,23.0,126.0,0.9938,3.21,0.42,10.9,1.3457,2.1569,0.457,10.8324,0.1811,118.81,0.9876,1.21,65.61,4.578,1.0932,26.001,5.45,5
7.0,0.39,0.31,5.3,0.169,32.0,162.0,0.9965,3.2,0.48,9.4,1.3429,13.25,0.649,9.3671,0.1963,88.36,0.993,28.09,49.0,4.512,5.2815,22.4,3.666,5
8.1,0.5,0.47,1.1,0.037,23.0,126.0,0.9938,3.21,0.42,10.9,1.3457,2.1569,0.457,10.8324,0.1811,118.81,0.9876,1.21,65.61,4.578,1.0932,26.001,5.45,5
8.4,0.35,0.56,13.8,0.048,55.0,190.0,0.9993,3.07,0.58,9.4,1.119,38.3333,0.628,9.3934,0.288,88.36,0.9986,190.44,70.56,5.452,13.7903,25.788,3.29,6
6.2,0.22,0.27,1.5,0.064,20.0,132.0,0.9938,3.22,0.46,9.2,1.4839,6.5217,0.524,9.143,0.1504,84.64,0.9876,2.25,38.44,4.232,1.4907,19.964,2.024,6
8.0,0.22,0.42,14.6,0.044,45.0,163.0,1.0003,3.21,0.69,8.6,1.075,63.4783,0.734,8.6026,0.2744,73.96,1.0006,213.16,64.0,5.934,14.6044,25.68,1.892,7
7.6,0.31,0.29,10.5,0.04,21.0,145.0,0.9966,3.04,0.35,9.4,1.2368,32.8125,0.39,9.368,0.1438,88.36,0.9932,110.25,57.76,3.29,10.4643,23.104,2.914,5
7.0,0.24,0.36,4.9,0.083,10.0,133.0,0.9942,3.33,0.37,10.8,1.5429,19.6,0.453,10.7374,0.0746,116.64,0.9884,24.01,49.0,3.996,4.8716,23.31,2.592,6
6.6,0.27,0.3,1.9,0.025,14.0,153.0,0.9928,3.29,0.62,10.5,1.5909,6.7857,0.645,10.4244,0.0909,110.25,0.9857,3.61,43.56,6.51,1.8863,21.714,2.835,6
7.8,0.16,0.41,1.7,0.026,29.0,140.0,0.991,3.02,0.78,12.5,1.6026,10.0,0.806,12.3875,0.2057,156.25,0.9821,2.89,60.84,9.75,1.6847,23.556,2.0,6
7.7,0.27,0.34,1.8,0.028,26.0,168.0,0.9911,2.99,0.48,12.1,1.5714,6.4286,0.508,11.9923,0.1538,146.41,0.9823,3.24,59.29,5.808,1.784,23.023,3.267,7
7.4,0.31,0.74,10.7,0.039,51.0,147.0,0.9977,3.02,0.43,8.7,1.1757,33.4375,0.469,8.68,0.3446,75.69,0.9954,114.49,54.76,3.741,10.6754,22.348,2.697,5
8.0,0.45,0.36,8.8,0.026,50.0,151.0,0.9927,3.07,0.25,12.7,1.5875,19.1304,0.276,12.6073,0.3289,161.29,0.9855,77.44,64.0,3.175,8.7358,24.56,5.715,8
7.7,0.27,0.34,1.8,0.028,26.0,168.0,0.9911,2.99,0.48,12.1,1.5714,6.4286,0.508,11.9923,0.1538,146.41,0.9823,3.24,59.29,5.808,1.784,23.023,3.267,7
7.8,0.16,0.41,1.7,0.026,29.0,140.0,0.991,3.02,0.78,12.5,1.6026,10.0,0.806,12.3875,0.2057,156.25,0.9821,2.89,60.84,9.75,1.6847,23.556,2.0,6
6.6,0.16,0.29,1.8,0.05,40.0,147.0,0.9912,3.06,0.44,11.4,1.7273,10.5882,0.49,11.2997,0.2703,129.96,0.9825,3.24,43.56,5.016,1.7842,20.196,1.824,7
8.3,0.21,0.4,1.6,0.032,35.0,110.0,0.9907,3.02,0.6,12.9,1.5542,7.2727,0.632,12.78,0.3153,166.41,0.9815,2.56,68.89,7.74,1.5851,25.066,2.709,7
7.2,0.32,0.33,1.4,0.029,29.0,109.0,0.9902,3.15,0.51,12.8,1.7778,4.2424,0.539,12.6746,0.2636,163.84,0.9805,1.96,51.84,6.528,1.3863,22.68,4.096,7
6.6,0.16,0.3,1.6,0.034,15.0,78.0,0.992,3.38,0.44,11.2,1.697,9.4118,0.474,11.1104,0.1899,125.44,0.9841,2.56,43.56,4.928,1.5872,22.308,1.792,6
8.4,0.16,0.33,1.5,0.033,16.0,98.0,0.994,3.14,0.42,9.7,1.1548,8.8235,0.453,9.6418,0.1616,94.09,0.988,2.25,70.56,4.074,1.491,26.376,1.552,6
7.5,0.23,0.32,9.2,0.038,54.0,191.0,0.9966,3.04,0.56,9.7,1.2933,38.3333,0.598,9.667,0.2812,94.09,0.9932,84.64,56.25,5.432,9.1687,22.8,2.231,6
6.2,0.17,0.3,1.1,0.037,14.0,79.0,0.993,3.5,0.54,10.3,1.6613,6.1111,0.577,10.2279,0.175,106.09,0.986,1.21,38.44,5.562,1.0923,21.7,1.751,6
6.9,0.39,0.22,4.3,0.03,10.0,102.0,0.993,3.0,0.87,11.6,1.6812,10.75,0.9,11.5188,0.0971,134.56,0.986,18.49,47.61,10.092,4.2699,20.7,4.524,4
6.9,0.41,0.22,4.2,0.031,10.0,102.0,0.993,3.0,0.86,11.6,1.6812,10.0,0.891,11.5188,0.0971,134.56,0.986,17.64,47.61,9.976,4.1706,20.7,4.756,4
7.5,0.23,0.32,9.2,0.038,54.0,191.0,0.9966,3.04,0.56,9.7,1.2933,38.3333,0.598,9.667,0.2812,94.09,0.9932,84.64,56.25,5.432,9.1687,22.8,2.231,6
7.5,0.38,0.33,5.0,0.045,30.0,131.0,0.9942,3.32,0.44,10.9,1.4533,12.8205,0.485,10.8368,0.2273,118.81,0.9884,25.0,56.25,4.796,4.971,24.9,4.142,6
7.3,0.42,0.38,6.8,0.045,29.0,122.0,0.9925,3.19,0.37,12.6,1.726,15.814,0.415,12.5055,0.2358,158.76,0.9851,46.24,53.29,4.662,6.749,23.287,5.292,7
7.3,0.34,0.39,5.2,0.04,45.0,163.0,0.9925,3.3,0.47,12.4,1.6986,14.8571,0.51,12.307,0.2744,153.76,0.9851,27.04,53.29,5.828,5.161,24.09,4.216,6
7.8,0.23,0.28,4.75,0.042,45.0,166.0,0.9928,2.96,0.4,11.5,1.4744,19.7917,0.442,11.4172,0.2695,132.25,0.9857,22.5625,60.84,4.6,4.7158,23.088,2.645,5
9.0,0.245,0.38,5.9,0.045,52.0,159.0,0.995,2.93,0.35,10.2,1.1333,23.1373,0.395,10.149,0.325,104.04,0.99,34.81,81.0,3.57,5.8705,26.37,2.499,6
6.9,0.2,0.4,7.7,0.032,51.0,176.0,0.9939,3.22,0.27,11.4,1.6522,36.6667,0.302,11.3305,0.2881,129.96,0.9878,59.29,47.61,3.078,7.653,22.218,2.28,5
7.4,0.19,0.42,6.4,0.067,39.0,212.0,0.9958,3.3,0.33,9.6,1.2973,32.0,0.397,9.5597,0.1831,92.16,0.9916,40.96,54.76,3.168,6.3731,24.42,1.824,6
8.2,0.2,0.36,8.1,0.035,60.0,163.0,0.9952,3.05,0.3,10.3,1.2561,38.5714,0.335,10.2506,0.3659,106.09,0.9904,65.61,67.24,3.09,8.0611,25.01,2.06,6
8.0,0.59,0.71,17.35,0.038,61.0,228.0,1.0,2.95,0.75,9.3,1.1625,28.9167,0.788,9.3,0.2664,86.49,1.0,301.0225,64.0,6.975,17.35,23.6,5.487,5
7.9,0.14,0.45,1.8,0.05,17.0,114.0,0.9948,3.33,0.49,10.7,1.3544,12.0,0.54,10.6444,0.1478,114.49,0.9896,3.24,62.41,5.243,1.7906,26.307,1.498,7
6.8,0.24,0.4,1.8,0.047,34.0,105.0,0.99,3.13,0.49,12.8,1.8824,7.2,0.537,12.672,0.3208,163.84,0.9801,3.24,46.24,6.272,1.782,21.284,3.072,8
9.7,0.14,0.59,1.5,0.049,23.0,142.0,0.9958,2.98,0.62,9.5,0.9794,10.0,0.669,9.4601,0.1608,90.25,0.9916,2.25,94.09,5.89,1.4937,28.906,1.33,5
9.2,0.15,0.68,1.6,0.046,22.0,130.0,0.9948,3.02,0.45,10.4,1.1304,10.0,0.496,10.3459,0.1679,108.16,0.9896,2.56,84.64,4.68,1.5917,27.784,1.56,6
9.4,0.17,0.55,1.6,0.049,14.0,94.0,0.9949,3.02,0.61,10.3,1.0957,8.8889,0.659,10.2475,0.1474,106.09,0.9898,2.56,88.36,6.283,1.5918,28.388,1.751,6
5.2,0.365,0.08,13.5,0.041,37.0,142.0,0.997,3.46,0.39,9.9,1.9038,36.0,0.431,9.8703,0.2587,98.01,0.994,182.25,27.04,3.861,13.4595,17.992,3.6135,6
6.3,0.23,0.22,3.75,0.039,37.0,116.0,0.9927,3.23,0.5,10.7,1.6984,15.625,0.539,10.6219,0.3162,114.49,0.9855,14.0625,39.69,5.35,3.7226,20.349,2.461,6
9.6,0.25,0.54,1.3,0.04,16.0,160.0,0.9938,2.94,0.43,10.5,1.0938,5.0,0.47,10.4349,0.0994,110.25,0.9876,1.69,92.16,4.515,1.2919,28.224,2.625,5
9.2,0.32,0.42,1.3,0.046,14.0,186.0,0.9949,3.08,0.48,9.6,1.0435,3.9394,0.526,9.551,0.0749,92.16,0.9898,1.69,84.64,4.608,1.2934,28.336,3.072,5
6.4,0.31,0.4,6.2,0.04,46.0,169.0,0.9953,3.15,0.46,9.3,1.4531,19.375,0.5,9.2563,0.2706,86.49,0.9906,38.44,40.96,4.278,6.1709,20.16,2.883,6
8.1,0.2,0.36,9.7,0.044,63.0,162.0,0.997,3.1,0.46,10.0,1.2346,46.1905,0.504,9.97,0.3865,100.0,0.994,94.09,65.61,4.6,9.6709,25.11,2.0,6
7.9,0.255,0.26,2.0,0.026,40.0,190.0,0.9932,3.04,0.39,11.2,1.4177,7.5472,0.416,11.1238,0.2094,125.44,0.9864,4.0,62.41,4.368,1.9864,24.016,2.856,6
7.0,0.15,0.34,1.4,0.039,21.0,177.0,0.9927,3.32,0.62,10.8,1.5429,8.75,0.659,10.7212,0.118,116.64,0.9855,1.96,49.0,6.696,1.3898,23.24,1.62,5
6.4,0.15,0.31,1.1,0.044,25.0,96.0,0.9932,3.54,0.51,10.3,1.6094,6.875,0.554,10.23,0.2577,106.09,0.9864,1.21,40.96,5.253,1.0925,22.656,1.545,6
6.4,0.25,0.53,6.6,0.038,59.0,234.0,0.9955,3.03,0.42,8.8,1.375,25.3846,0.458,8.7604,0.2511,77.44,0.991,43.56,40.96,3.696,6.5703,19.392,2.2,5
7.6,0.19,0.42,1.5,0.044,6.0,114.0,0.9914,3.04,0.74,12.8,1.6842,7.5,0.784,12.6899,0.0522,163.84,0.9829,2.25,57.76,9.472,1.4871,23.104,2.432,6
7.3,0.43,0.37,4.6,0.028,17.0,114.0,0.991,3.23,0.43,13.2,1.8082,10.4545,0.458,13.0812,0.1478,174.24,0.9821,21.16,53.29,5.676,4.5586,23.579,5.676,6
5.1,0.31,0.3,0.9,0.037,28.0,152.0,0.992,3.54,0.56,10.1,1.9804,2.8125,0.597,10.0192,0.183,102.01,0.9841,0.81,26.01,5.656,0.8928,18.054,3.131,6
6.2,0.2,0.26,1.7,0.093,40.0,161.0,0.9924,3.44,0.66,11.0,1.7742,8.0952,0.753,10.9164,0.2469,121.0,0.9849,2.89,38.44,7.26,1.6871,21.328,2.2,5
6.9,0.16,0.35,1.3,0.043,21.0,182.0,0.9927,3.25,0.62,10.8,1.5652,7.6471,0.663,10.7212,0.1148,116.64,0.9855,1.69,47.61,6.696,1.2905,22.425,1.728,6
7.7,0.32,0.48,2.3,0.04,28.0,114.0,0.9911,3.2,0.52,12.8,1.6623,6.9697,0.56,12.6861,0.2435,163.84,0.9823,5.29,59.29,6.656,2.2795,24.64,4.096,7
6.5,0.22,0.72,6.8,0.042,33.0,168.0,0.9958,3.12,0.36,9.2,1.4154,29.5652,0.402,9.1614,0.1953,84.64,0.9916,46.24,42.25,3.312,6.7714,20.28,2.024,6
6.8,0.26,0.33,1.5,0.047,44.0,167.0,0.9928,3.12,0.44,10.5,1.5441,5.5556,0.487,10.4244,0.2619,110.25,0.9857,2.25,46.24,4.62,1.4892,21.216,2.73,6
5.2,0.37,0.33,1.2,0.028,13.0,81.0,0.9902,3.37,0.38,11.7,2.25,3.1579,0.408,11.5853,0.1585,136.89,0.9805,1.44,27.04,4.446,1.1882,17.524,4.329,6
8.4,0.19,0.43,2.1,0.052,20.0,104.0,0.994,2.85,0.46,9.5,1.131,10.5,0.512,9.443,0.1905,90.25,0.988,4.41,70.56,4.37,2.0874,23.94,1.805,5
8.3,0.21,0.41,2.2,0.05,24.0,108.0,0.994,2.85,0.45,9.5,1.1446,10.0,0.5,9.443,0.2202,90.25,0.988,4.84,68.89,4.275,2.1868,23.655,1.995,5
6.8,0.15,0.32,8.8,0.058,24.0,110.0,0.9972,3.4,0.4,8.8,1.2941,55.0,0.458,8.7754,0.2162,77.44,0.9944,77.44,46.24,3.52,8.7754,23.12,1.32,6
7.9,0.16,0.64,17.0,0.05,69.0,210.0,1.0004,3.15,0.51,9.3,1.1772,100.0,0.56,9.3037,0.327,86.49,1.0008,289.0,62.41,4.743,17.0068,24.885,1.488,7
7.8,0.21,0.39,1.8,0.034,62.0,180.0,0.991,3.09,0.75,12.6,1.6154,8.1818,0.784,12.4866,0.3425,158.76,0.9821,3.24,60.84,9.45,1.7838,24.102,2.646,8
9.0,0.24,0.5,1.2,0.048,26.0,107.0,0.9918,3.21,0.34,12.4,1.3778,4.8,0.388,12.2983,0.2407,153.76,0.9837,1.44,81.0,4.216,1.1902,28.89,2.976,6
5.7,0.21,0.24,2.3,0.047,60.0,189.0,0.995,3.65,0.72,10.1,1.7719,10.4545,0.767,10.0495,0.3158,102.01,0.99,5.29,32.49,7.272,2.2885,20.805,2.121,6
7.8,0.29,0.36,7.0,0.042,38.0,161.0,0.9941,3.26,0.37,11.2,1.4359,23.3333,0.412,11.1339,0.2346,125.44,0.9882,49.0,60.84,4.144,6.9587,25.428,3.248,8
6.7,0.18,0.3,6.4,0.048,40.0,251.0,0.9956,3.29,0.52,10.0,1.4925,33.6842,0.568,9.956,0.1587,100.0,0.9912,40.96,44.89,5.2,6.3718,22.043,1.8,5
6.7,0.18,0.3,6.4,0.048,40.0,251.0,0.9956,3.29,0.52,10.0,1.4925,33.6842,0.568,9.956,0.1587,100.0,0.9912,40.96,44.89,5.2,6.3718,22.043,1.8,5
8.4,0.58,0.27,12.15,0.033,37.0,116.0,0.9959,2.99,0.39,10.8,1.2857,20.5932,0.423,10.7557,0.3162,116.64,0.9918,147.6225,70.56,4.212,12.1002,25.116,6.264,6
7.2,0.16,0.32,0.8,0.04,50.0,121.0,0.9922,3.27,0.33,10.0,1.3889,4.7059,0.37,9.922,0.4098,100.0,0.9845,0.64,51.84,3.3,0.7938,23.544,1.6,6
7.6,0.54,0.23,2.0,0.029,13.0,151.0,0.9931,3.04,0.33,10.4,1.3684,3.6364,0.359,10.3282,0.0855,108.16,0.9862,4.0,57.76,3.432,1.9862,23.104,5.616,5
8.4,0.58,0.27,12.15,0.033,37.0,116.0,0.9959,2.99,0.39,10.8,1.2857,20.5932,0.423,10.7557,0.3162,116.64,0.9918,147.6225,70.56,4.212,12.1002,25.116,6.264,6
6.6,0.25,0.31,12.4,0.059,52.0,181.0,0.9984,3.51,0.47,9.8,1.4848,47.6923,0.529,9.7843,0.2857,96.04,0.9968,153.76,43.56,4.606,12.3802,23.166,2.45,6
7.3,0.23,0.37,1.9,0.041,51.0,165.0,0.9908,3.26,0.4,12.2,1.6712,7.9167,0.441,12.0878,0.3072,148.84,0.9817,3.61,53.29,4.88,1.8825,23.798,2.806,8
7.3,0.39,0.37,1.1,0.043,36.0,113.0,0.991,3.39,0.48,12.7,1.7397,2.75,0.523,12.5857,0.3158,161.29,0.9821,1.21,53.29,6.096,1.0901,24.747,4.953,8
7.0,0.46,0.39,6.2,0.039,46.0,163.0,0.9928,3.21,0.35,12.2,1.7429,13.1915,0.389,12.1122,0.2805,148.84,0.9857,38.44,49.0,4.27,6.1554,22.47,5.612,7
8.2,0.35,0.4,6.3,0.039,35.0,162.0,0.9936,3.15,0.34,11.9,1.4512,17.5,0.379,11.8238,0.2147,141.61,0.9872,39.69,67.24,4.046,6.2597,25.83,4.165,7
7.8,0.29,0.36,7.0,0.042,38.0,161.0,0.9941,3.26,0.37,11.2,1.4359,23.3333,0.412,11.1339,0.2346,125.44,0.9882,49.0,60.84,4.144,6.9587,25.428,3.248,8
9.2,0.35,0.39,0.9,0.042,15.0,61.0,0.9924,2.96,0.28,10.4,1.1304,2.5,0.322,10.321,0.2419,108.16,0.9849,0.81,84.64,2.912,0.8932,27.232,3.64,4
8.0,0.57,0.39,3.9,0.034,22.0,122.0,0.9917,3.29,0.67,12.8,1.6,6.7241,0.704,12.6938,0.1789,163.84,0.9835,15.21,64.0,8.576,3.8676,26.32,7.296,7
6.5,0.37,0.33,3.9,0.027,40.0,130.0,0.9906,3.28,0.39,12.7,1.9538,10.2632,0.417,12.5806,0.3053,161.29,0.9813,15.21,42.25,4.953,3.8633,21.32,4.699,7
5.7,0.21,0.24,2.3,0.047,60.0,189.0,0.995,3.65,0.72,10.1,1.7719,10.4545,0.767,10.0495,0.3158,102.01,0.99,5.29,32.49,7.272,2.2885,20.805,2.121,6
6.7,0.18,0.3,6.4,0.048,40.0,251.0,0.9956,3.29,0.52,10.0,1.4925,33.6842,0.568,9.956,0.1587,100.0,0.9912,40.96,44.89,5.2,6.3718,22.043,1.8,5
7.8,0.13,0.3,1.8,0.04,43.0,179.0,0.9955,3.43,0.41,9.0,1.1538,12.8571,0.45,8.9595,0.2389,81.0,0.991,3.24,60.84,3.69,1.7919,26.754,1.17,5
7.6,0.19,0.41,1.1,0.04,38.0,143.0,0.9907,2.92,0.42,11.4,1.5,5.5,0.46,11.294,0.2639,129.96,0.9815,1.21,57.76,4.788,1.0898,22.192,2.166,5
7.3,0.22,0.41,15.4,0.05,55.0,191.0,1.0,3.32,0.59,8.9,1.2192,66.9565,0.64,8.9,0.2865,79.21,1.0,237.16,53.29,5.251,15.4,24.236,1.958,6
6.3,0.29,0.4,6.5,0.039,43.0,167.0,0.9953,3.15,0.44,9.3,1.4762,21.6667,0.479,9.2563,0.256,86.49,0.9906,42.25,39.69,4.092,6.4694,19.845,2.697,6
6.8,0.35,0.32,2.4,0.048,35.0,103.0,0.9911,3.28,0.46,12.0,1.7647,6.6667,0.508,11.8932,0.3365,144.0,0.9823,5.76,46.24,5.52,2.3786,22.304,4.2,8
6.5,0.19,0.32,1.4,0.04,31.0,132.0,0.9922,3.36,0.54,10.8,1.6615,7.0,0.58,10.7158,0.2331,116.64,0.9845,1.96,42.25,5.832,1.3891,21.84,2.052,7
6.2,0.12,0.26,5.7,0.044,56.0,158.0,0.9951,3.52,0.37,10.5,1.6935,43.8462,0.414,10.4485,0.3522,110.25,0.9902,32.49,38.44,3.885,5.6721,21.824,1.26,6
6.0,0.13,0.28,5.7,0.038,56.0,189.5,0.9948,3.59,0.43,10.6,1.7667,40.7143,0.468,10.5449,0.294,112.36,0.9896,32.49,36.0,4.558,5.6704,21.54,1.378,7
6.4,0.25,0.33,1.4,0.04,42.0,115.0,0.9906,3.19,0.48,11.3,1.7656,5.3846,0.52,11.1938,0.3621,127.69,0.9813,1.96,40.96,5.424,1.3868,20.416,2.825,7
6.9,0.32,0.16,1.4,0.051,15.0,96.0,0.994,3.22,0.38,9.5,1.3768,4.2424,0.431,9.443,0.1546,90.25,0.988,1.96,47.61,3.61,1.3916,22.218,3.04,4
7.6,0.19,0.41,1.1,0.04,38.0,143.0,0.9907,2.92,0.42,11.4,1.5,5.5,0.46,11.294,0.2639,129.96,0.9815,1.21,57.76,4.788,1.0898,22.192,2.166,5
6.7,0.13,0.28,1.2,0.046,35.0,140.0,0.9927,3.33,0.33,10.1,1.5075,8.5714,0.376,10.0263,0.2482,102.01,0.9855,1.44,44.89,3.333,1.1912,22.311,1.313,7
7.0,0.14,0.41,0.9,0.037,22.0,95.0,0.9914,3.25,0.43,10.9,1.5571,6.0,0.467,10.8063,0.2292,118.81,0.9829,0.81,49.0,4.687,0.8923,22.75,1.526,6
7.6,0.27,0.24,3.8,0.058,19.0,115.0,0.9958,3.15,0.45,8.9,1.1711,13.5714,0.508,8.8626,0.1638,79.21,0.9916,14.44,57.76,4.005,3.784,23.94,2.403,5
7.3,0.22,0.41,15.4,0.05,55.0,191.0,1.0,3.32,0.59,8.9,1.2192,66.9565,0.64,8.9,0.2865,79.21,1.0,237.16,53.29,5.251,15.4,24.236,1.958,6
7.4,0.64,0.47,14.15,0.168,42.0,185.0,0.9984,2.9,0.49,9.3,1.2568,21.7692,0.658,9.2851,0.2258,86.49,0.9968,200.2225,54.76,4.557,14.1274,21.46,5.952,5
7.6,0.28,0.39,1.9,0.052,23.0,116.0,0.9941,3.25,0.4,10.4,1.3684,6.5517,0.452,10.3386,0.1966,108.16,0.9882,3.61,57.76,4.16,1.8888,24.7,2.912,6
8.3,0.26,0.41,9.2,0.042,41.0,162.0,0.9944,3.1,0.38,12.0,1.4458,34.0741,0.422,11.9328,0.2515,144.0,0.9888,84.64,68.89,4.56,9.1485,25.73,3.12,7
10.7,0.22,0.56,8.2,0.044,37.0,181.0,0.998,2.87,0.68,9.5,0.8879,35.6522,0.724,9.481,0.2033,90.25,0.996,67.24,114.49,6.46,8.1836,30.709,2.09,6
10.7,0.22,0.56,8.2,0.044,37.0,181.0,0.998,2.87,0.68,9.5,0.8879,35.6522,0.724,9.481,0.2033,90.25,0.996,67.24,114.49,6.46,8.1836,30.709,2.09,6
6.9,0.23,0.34,2.7,0.032,24.0,121.0,0.9902,3.14,0.38,12.4,1.7971,11.25,0.412,12.2785,0.1967,153.76,0.9805,7.29,47.61,4.712,2.6735,21.666,2.852,7
6.2,0.3,0.32,1.7,0.032,30.0,130.0,0.9911,3.28,0.41,11.2,1.8065,5.4839,0.442,11.1003,0.229,125.44,0.9823,2.89,38.44,4.592,1.6849,20.336,3.36,7
6.9,0.27,0.41,1.7,0.047,6.0,134.0,0.9929,3.15,0.69,11.4,1.6522,6.0714,0.737,11.3191,0.0444,129.96,0.9859,2.89,47.61,7.866,1.6879,21.735,3.078,6
6.9,0.28,0.41,1.7,0.05,10.0,136.0,0.993,3.16,0.71,11.4,1.6522,5.8621,0.76,11.3202,0.073,129.96,0.986,2.89,47.61,8.094,1.6881,21.804,3.192,6
6.9,0.28,0.3,1.6,0.047,46.0,132.0,0.9918,3.35,0.38,11.1,1.6087,5.5172,0.427,11.009,0.3459,123.21,0.9837,2.56,47.61,4.218,1.5869,23.115,3.108,7
6.9,0.46,0.2,0.9,0.054,5.0,126.0,0.992,3.1,0.42,10.4,1.5072,1.9149,0.474,10.3168,0.0394,108.16,0.9841,0.81,47.61,4.368,0.8928,21.39,4.784,6
6.9,0.38,0.32,8.5,0.044,36.0,152.0,0.9932,3.38,0.35,12.0,1.7391,21.7949,0.394,11.9184,0.2353,144.0,0.9864,72.25,47.61,4.2,8.4422,23.322,4.56,7
5.7,0.43,0.3,5.7,0.039,24.0,98.0,0.992,3.54,0.61,12.3,2.1579,12.9545,0.649,12.2016,0.2424,151.29,0.9841,32.49,32.49,7.503,5.6544,20.178,5.289,7
6.6,0.56,0.16,3.1,0.045,28.0,92.0,0.994,3.12,0.35,9.1,1.3788,5.4386,0.395,9.0454,0.3011,82.81,0.988,9.61,43.56,3.185,3.0814,20.592,5.096,6
7.1,0.36,0.56,1.3,0.046,25.0,102.0,0.9923,3.24,0.33,10.5,1.4789,3.5135,0.376,10.4192,0.2427,110.25,0.9847,1.69,50.41,3.465,1.29,23.004,3.78,6
6.8,0.23,0.4,1.6,0.047,5.0,133.0,0.993,3.23,0.7,11.4,1.6765,6.6667,0.747,11.3202,0.0373,129.96,0.986,2.56,46.24,7.98,1.5888,21.964,2.622,6
6.2,0.33,0.29,1.3,0.042,26.0,138.0,0.9956,3.77,0.64,9.5,1.5323,3.8235,0.682,9.4582,0.1871,90.25,0.9912,1.69,38.44,6.08,1.2943,23.374,3.135,5
5.6,0.49,0.13,4.5,0.039,17.0,116.0,0.9907,3.42,0.9,13.7,2.4464,9.0,0.939,13.5726,0.1453,187.69,0.9815,20.25,31.36,12.33,4.4582,19.152,6.713,7
6.6,0.42,0.33,2.8,0.034,15.0,85.0,0.99,3.28,0.51,13.4,2.0303,6.5116,0.544,13.266,0.1744,179.56,0.9801,7.84,43.56,6.834,2.772,21.648,5.628,6
7.3,0.18,0.29,1.2,0.044,12.0,143.0,0.9918,3.2,0.48,11.3,1.5479,6.3158,0.524,11.2073,0.0833,127.69,0.9837,1.44,53.29,5.424,1.1902,23.36,2.034,7
8.1,0.19,0.4,0.9,0.037,73.0,180.0,0.9926,3.06,0.34,10.0,1.2346,4.5,0.377,9.926,0.4033,100.0,0.9853,0.81,65.61,3.4,0.8933,24.786,1.9,6
5.9,0.19,0.26,7.4,0.034,33.0,123.0,0.995,3.49,0.42,10.1,1.7119,37.0,0.454,10.0495,0.2661,102.01,0.99,54.76,34.81,4.242,7.363,20.591,1.919,6
6.2,0.16,0.47,1.4,0.029,23.0,81.0,0.99,3.26,0.42,12.2,1.9677,8.2353,0.449,12.078,0.2805,148.84,0.9801,1.96,38.44,5.124,1.386,20.212,1.952,6
6.6,0.42,0.33,2.8,0.034,15.0,85.0,0.99,3.28,0.51,13.4,2.0303,6.5116,0.544,13.266,0.1744,179.56,0.9801,7.84,43.56,6.834,2.772,21.648,5.628,6
5.7,0.135,0.3,4.6,0.042,19.0,101.0,0.9946,3.31,0.42,9.3,1.6316,31.7241,0.462,9.2498,0.1863,86.49,0.9892,21.16,32.49,3.906,4.5752,18.867,1.2555,6
5.6,0.49,0.13,4.5,0.039,17.0,116.0,0.9907,3.42,0.9,13.7,2.4464,9.0,0.939,13.5726,0.1453,187.69,0.9815,20.25,31.36,12.33,4.4582,19.152,6.713,7
6.9,0.19,0.33,1.6,0.039,27.0,98.0,0.9898,3.09,0.46,12.3,1.7826,8.0,0.499,12.1745,0.2727,151.29,0.9797,2.56,47.61,5.658,1.5837,21.321,2.337,7
7.3,0.18,0.29,1.2,0.044,12.0,143.0,0.9918,3.2,0.48,11.3,1.5479,6.3158,0.524,11.2073,0.0833,127.69,0.9837,1.44,53.29,5.424,1.1902,23.36,2.034,7
